"sample","site","species","ssd","per.N","per.C","ht","dbh","dbh2","dbh3","lma","type","C.N"
"mp_loninv_9","mp","loninv",0.400608695652174,4.2,52.4,1.6,2.275,NA,NA,0.0331747056163047,"shrub",12.5
"mp_menfer_1","mp","menfer",0.408368794326241,2.9,45.1,1.59,1.383,NA,NA,0.019620900389826,"shrub",15.5
"mp_menfer_10","mp","menfer",0.362014925373134,2.6,44.8,1.82,1.399,NA,NA,0.0249579876081864,"shrub",17
"mp_menfer_10_02","mp","menfer",0.387294520547945,2.6,44.7,1.96,1.674,NA,NA,0.0273549568315128,"shrub",16.9
"mp_menfer_12","mp","menfer",0.459385113268608,2,43.5,2.8,2.475,1.811,1.853,0.0256571771284245,"shrub",21.9
"mp_menfer_2","mp","menfer",0.492093023255814,2.2,44.4,1.67,1.77,1.768,1.593,0.0198089122521934,"shrub",20.3
"mp_menfer_4","mp","menfer",0.4058,2.4,43.4,1.1,2.753,1.886,1.882,0.0200821953708139,"shrub",18.4
"mp_menfer_5","mp","menfer",0.429415384615385,2.4,44.9,0.89,0.888,NA,NA,0.0267694279780502,"shrub",18.5
"mp_menfer_6","mp","menfer",0.455642023346304,2.5,45.1,1.19,1.367,1.451,1.357,0.0191943314896015,"shrub",17.8
"mp_menfer_7","mp","menfer",0.407091412742382,2.5,44.5,2.05,2.154,1.363,1.866,0.0166511171648047,"shrub",17.6
"mp_menfer_9","mp","menfer",0.432037037037037,3.1,44.7,1.55,1.393,NA,NA,0.0195594108535906,"shrub",14.6
"mp_popbal_10","mp","popbal",0.46,NA,NA,18.45,37.8,NA,NA,0.0512596493194901,"tree",NA
"mp_popbal_10_02","mp","popbal",NA,1.8,45.8,NA,NA,NA,NA,0.0863150852348312,NA,25.9
"mp_popbal_11","mp","popbal",0.48248,2.5,47.3,17.97,39.4,NA,NA,0.0712445802655926,"tree",19.1
"mp_popbal_12","mp","popbal",0.418831168831169,2.2,44.4,19.81,52.9,NA,NA,0.0687068587122894,"tree",20.2
"mp_popbal_13","mp","popbal",0.499042553191489,1.8,42.1,34.57,91.9,NA,NA,0.063735818776894,"tree",23.9
"mp_popbal_14","mp","popbal",0.499977272727273,2.1,50.4,32.61,54.9,NA,NA,0.06773161828925,"tree",23.9
"mp_popbal_15","mp","popbal",0.46877358490566,1.6,38.7,22.46,22,NA,NA,0.0632830114092653,"tree",24
"mp_popbal_6","mp","popbal",0.442326283987915,2.3,48.8,13.48,23.7,NA,NA,0.0719352349777814,"tree",21.7
"mp_popbal_7","mp","popbal",NA,2.7,49.3,21.1,28.2,27.9,28.9,NA,"tree",18.5
"mp_popbal_8","mp","popbal",0.507801608579088,2.5,47.8,16.18,42.2,34.1,NA,0.0138831039985523,"tree",19.2
"mp_popbal_9","mp","popbal",0.499343065693431,1.8,47.1,16.68,46.6,NA,NA,0.0856109261392232,"tree",25.9
"mp_poptre_10","mp","poptre",0.44255079006772,2.8,51.5,11.28,14,NA,NA,0.0560347487929389,"tree",18.6
"mp_poptre_11","mp","poptre",0.502285714285714,2.4,51.1,6.68,4.6,NA,NA,0.060362002979414,"tree",21.6
"mp_poptre_12","mp","poptre",0.479633802816901,2.5,50.8,13.48,23.5,25.6,NA,0.0608282321177561,"tree",20
"mp_poptre_13","mp","poptre",0.461301204819277,2.5,51.8,7.48,13.4,NA,NA,0.0675652036552166,"tree",20.9
"mp_poptre_5","mp","poptre",0.506232098765432,2,51.7,8.62,15.5,NA,NA,0.065388295620409,"tree",26.5
"mp_poptre_6","mp","poptre",0.417159574468085,3.1,48.5,5.48,4.7,NA,NA,0.0450172698723067,"tree",15.4
"mp_poptre_7","mp","poptre",0.505042895442359,2.7,50.2,9.79,10.5,NA,NA,0.0800774834893563,"tree",18.7
"mp_poptre_7_02","mp","poptre",0.477328690807799,2.2,52.1,15.9,9.4,23.6,21,0.0463331828403813,"tree",23.8
"mp_poptre_8","mp","poptre",0.547214876033058,2.9,49.7,14.17,20,NA,NA,0.0656322113852436,"tree",17.3
"mp_poptre_9","mp","poptre",0.484978609625668,2.8,51,5.09,6.6,NA,NA,0.057389926362805,"tree",18.2
"mp_rhoalb_1","mp","rhoalb",0.379295774647887,2.1,46.1,1.14,1.291,1.328,1.079,0.0504774374611028,"shrub",22.6
"mp_rhoalb_10","mp","rhoalb",0.322727272727273,2.5,46.4,1.49,1.128,NA,NA,0.0255049578607951,"shrub",18.7
"mp_rhoalb_11","mp","rhoalb",0.334657894736842,1.9,46.7,1.51,2.873,1.675,2.495,0.040932433707253,"shrub",24.2
"mp_rhoalb_12","mp","rhoalb",0.318165137614679,2.4,46.4,1.9,1.171,2.133,1.531,0.0251324763229276,"shrub",19.1
"mp_rhoalb_2","mp","rhoalb",0.358974358974359,2.9,45.9,0.96,0.943,0.977,0.545,0.022858707473451,"shrub",15.8
"mp_rhoalb_3","mp","rhoalb",0.304448818897638,2.5,46.5,1.89,1.487,NA,NA,0.0322912158117541,"shrub",18.9
"mp_rhoalb_4","mp","rhoalb",0.37501272264631,2.5,45.6,1.72,1.53,NA,NA,0.0249695022771333,"shrub",18.4
"mp_rhoalb_5","mp","rhoalb",0.334017094017094,3,44.8,1.69,1.204,NA,NA,NA,"shrub",15.1
"mp_rhoalb_8","mp","rhoalb",0.303418530351438,2.3,45.8,2.25,2.074,2.23,1.48,0.0370055427216053,"shrub",19.7
"mp_rhoalb_9","mp","rhoalb",0.325883977900552,2.7,46.4,1.44,1.339,NA,NA,0.0270206017066311,"shrub",17.4
"mp_riblac_1","mp","riblac",0.535897435897436,1.9,44.2,0.92,0.715,NA,NA,0.0489015286357326,"shrub",23.3
"mp_riblac_10","mp","riblac",5.06051282051282,2.2,43.8,0.93,0.76,NA,NA,0.0451188242057581,"shrub",19.8
"mp_riblac_11","mp","riblac",0.539518072289157,2.2,43.6,1.04,0.784,NA,NA,0.0232818644767901,"shrub",20.1
"mp_riblac_2","mp","riblac",0.497664473684211,2.8,42.4,0.74,0.563,NA,NA,0.0262061601358942,"shrub",14.9
"mp_riblac_3","mp","riblac",0.592377049180328,3,43.5,1.18,0.839,NA,NA,0.0346969756911244,"shrub",14.7
"mp_riblac_4","mp","riblac",0.629953917050691,2.1,51.9,1.28,1.086,NA,NA,0.0554231882885996,"shrub",24.4
"mp_riblac_5","mp","riblac",0.540373831775701,2.4,45.2,1.83,0.772,NA,NA,0.0303369403222891,"shrub",18.5
"mp_riblac_6","mp","riblac",0.560168539325843,3,44.8,1.79,0.879,NA,NA,0.0267469069046567,"shrub",15.2
"mp_riblac_7","mp","riblac",0.598648648648649,2.7,45.2,0.77,0.633,NA,NA,0.0361221418299612,"shrub",17
"mp_riblac_8","mp","riblac",0.538066037735849,2.7,45.6,0.96,0.572,NA,NA,0.0427858574522634,"shrub",17
"mp_rubpar_1","mp","rubpar",0.270689655172414,2.5,44.4,0.87,0.544,NA,NA,0.0965128024540914,"shrub",17.8
"mp_rubpar_10","mp","rubpar",0.27,3.2,46.4,0.97,0.661,NA,NA,0.0978595938977829,"shrub",14.5
"mp_rubpar_2","mp","rubpar",0.266013745704467,3.8,44.5,1.02,8.28,NA,NA,0.0250131113381736,"shrub",11.6
"mp_rubpar_3","mp","rubpar",0.190432692307692,3.9,45.3,0.61,0.474,NA,NA,0.0183728246824521,"shrub",11.7
"mp_rubpar_4","mp","rubpar",0.272950819672131,3,45.3,0.71,0.638,NA,NA,0.0864143588534203,"shrub",15.1
"mp_rubpar_5","mp","rubpar",0.356775510204082,2.8,46.2,0.64,0.697,NA,NA,0.127853116426271,"shrub",16.6
"mp_rubpar_6","mp","rubpar",0.310753012048193,3.7,45.3,1.69,1.374,NA,NA,0.0252312510101722,"shrub",12.3
"mp_rubpar_7","mp","rubpar",0.310295358649789,3.2,44.9,0.69,0.572,NA,NA,0.0272436226881503,"shrub",13.9
"mp_rubpar_8","mp","rubpar",0.318546712802768,2.7,45.3,0.95,0.572,NA,NA,0.0247713921691643,"shrub",16.8
"mp_rubpar_9","mp","rubpar",0.249,4.2,44.9,1.1,0.687,NA,NA,0.0842457059802658,"shrub",10.6
"mp_samrac_1","mp","samrac",0.348813559322034,6,47.8,2.21,4.866,NA,NA,0.0213029126984423,"shrub",8
"mp_samrac_10","mp","samrac",0.125331491712707,3.9,45.6,3.32,1.625,1.63,2.083,0.0187040598438375,"shrub",11.6
"mp_samrac_11","mp","samrac",0.173933823529412,3.9,45.8,3.84,1.993,1.6,1.597,0.0298494752210342,"shrub",11.8
"mp_samrac_2","mp","samrac",0.176016949152542,5.6,46.4,1.78,3.977,1.992,3.29,0.0372541778534997,"shrub",8.3
"mp_samrac_3","mp","samrac",0.2255,4.2,46.4,3.1,2.866,NA,NA,0.0269247792284839,"shrub",11.1
"mp_samrac_4","mp","samrac",0.221203319502075,5.3,45.6,4.41,2.597,NA,NA,0.0247164509018151,"shrub",8.6
"mp_samrac_5","mp","samrac",0.205107142857143,5.2,47,5.25,8.2,6.3,NA,0.0209872691495781,"shrub",9
"mp_samrac_6","mp","samrac",0.190581655480984,4.3,46.8,1.11,1.027,1.68,1.695,0.0357696336993049,"shrub",10.9
"mp_samrac_7","mp","samrac",0.231257142857143,4.5,45.6,2.85,2.208,NA,NA,0.0531414101711185,"shrub",10.1
"mp_samrac_8","mp","samrac",0.267346278317152,4.2,45.2,2.64,1.45,0.942,0.554,0.0273161180297559,"shrub",10.8
"mp_samrac_9","mp","samrac",0.217418300653595,4.3,46.6,2.87,2.349,NA,NA,0.0325662526194022,"shrub",10.9
"mp_shecan_10","mp","shecan",0.52414364640884,3.7,46.3,1.23,1.894,NA,NA,0.0357540306917385,"shrub",12.7
"mp_shecan_11","mp","shecan",0.476268292682927,4.2,46.2,1.39,0.977,0.944,0.443,0.0414558661355961,"shrub",11
"mp_shecan_2","mp","shecan",0.469730769230769,2.9,45.9,1.36,2.271,1.192,1.427,0.0609399968166001,"shrub",15.7
"mp_shecan_3","mp","shecan",0.537571059431525,NA,NA,3.17,2.86,NA,NA,NA,"shrub",NA
"mp_shecan_4","mp","shecan",0.448798798798799,3.3,45.3,1.1,0.879,0.801,1.029,0.0587311956440687,"shrub",13.6
"mp_shecan_5","mp","shecan",0.500377906976744,2.6,46.9,1.53,3.899,NA,NA,0.0707598522128432,"shrub",18
"mp_shecan_6","mp","shecan",0.456896551724138,3.7,44.9,1.5,1.374,1.122,1.033,0.0476295697072683,"shrub",12.1
"mp_shecan_7","mp","shecan",0.5,2.9,45.3,1.59,2.479,2,1.823,0.0728296786623043,"shrub",15.5
"mp_shecan_8","mp","shecan",0.564145199063232,2.9,45,0.8,1.923,NA,NA,0.0640531788961081,"shrub",15.8
"mp_shecan_9","mp","shecan",0.470742705570292,2.8,45.9,1.38,1.958,NA,NA,0.0647947543066176,"shrub",16.2
"mp_sorsco_1","mp","sorsco",0.436853146853147,2.9,42.9,1.95,2.027,1.705,1.72,0.046220604302587,"shrub",15
"mp_sorsco_10","mp","sorsco",0.49884012539185,3.1,46.7,2.57,3.132,3.178,2.553,0.0454825313423872,"shrub",15
"mp_sorsco_11","mp","sorsco",0.406276595744681,3.6,47.7,NA,NA,NA,NA,0.0391599858873847,NA,13.4
"mp_sorsco_11_b","mp","sorsco",0.427849223946785,NA,NA,5.48,6.1,NA,NA,0.0500503973517612,"shrub",NA
"mp_sorsco_12","mp","sorsco",0.478781094527363,2.9,43.7,2.55,2.635,3.419,2.95,0.0364958462455752,"shrub",15.2
"mp_sorsco_12_2","mp","sorsco",NA,NA,NA,4.01,3,2.1,NA,NA,"shrub",NA
"mp_sorsco_13","mp","sorsco",0.442285714285714,3.5,46.3,3.63,3.3,NA,NA,0.0401476928940091,"shrub",13.4
"mp_sorsco_14","mp","sorsco",0.445342465753425,2.9,45.6,1.77,1.892,NA,NA,0.0402654006500474,"shrub",15.7
"mp_sorsco_3","mp","sorsco",0.493243243243243,2.1,44.5,1.23,2.04,1.33,1.297,0.0654625721908881,"shrub",20.9
"mp_sorsco_4","mp","sorsco",0.40713216957606,3.1,42.1,1.91,2.062,NA,NA,0.0389737043584732,"shrub",13.8
"mp_sorsco_8","mp","sorsco",0.3676,3.5,43.8,3.26,2,2.9,NA,0.0541761414077393,"shrub",12.5
"mp_spibet_1","mp","spibet",0.441794871794872,2.5,46.9,0.26,0.319,NA,NA,0.0434070009460834,"shrub",18.9
"mp_spibet_10","mp","spibet",0.419880952380952,3,48.3,0.43,0.428,NA,NA,0.0258018005627497,"shrub",15.9
"mp_spibet_2","mp","spibet",0.436363636363636,1.8,46,0.49,0.328,NA,NA,0.0402926397392952,"shrub",26.1
"mp_spibet_3","mp","spibet",0.385113636363636,2.1,46.3,0.57,0.343,NA,NA,0.0508175846297128,"shrub",21.6
"mp_spibet_4","mp","spibet",0.469368421052632,2.3,45.3,0.45,0.341,NA,NA,0.03901380905757,"shrub",19.6
"mp_spibet_5","mp","spibet",0.331973684210526,3.2,48,0.68,0.3,NA,NA,0.0309338866202278,"shrub",15.1
"mp_spibet_6","mp","spibet",0.444285714285714,2.7,47.3,0.42,0.286,NA,NA,0.0308937022906964,"shrub",17.3
"mp_spibet_7","mp","spibet",0.357037037037037,2.5,47.7,0.67,0.476,NA,NA,0.0256740343311634,"shrub",18.9
"mp_spibet_8","mp","spibet",0.350578512396694,2.3,46.8,0.61,0.332,NA,NA,0.0325101902941584,"shrub",20.7
"mp_spibet_9","mp","spibet",0.382809917355372,2,47.1,0.64,0.36,NA,NA,0.0284856535469284,"shrub",23.5
"mp_spipyr_1","mp","spipyr",0.271969696969697,3,48.4,1.32,0.735,NA,NA,0.0226891335475623,"shrub",16.3
"mp_spipyr_10","mp","spipyr",0.497572815533981,2.6,48.7,1.2,0.635,NA,NA,0.0317870768901398,"shrub",19.1
"mp_spipyr_2","mp","spipyr",0.446176470588235,2.6,48.6,0.85,0.511,NA,NA,0.0333876646665565,"shrub",18.7
"mp_spipyr_3","mp","spipyr",0.497985611510791,2.2,48.3,0.36,0.774,NA,NA,0.0445475205283171,"shrub",21.6
"mp_spipyr_4","mp","spipyr",0.383309352517986,2.6,49.6,1.45,0.938,NA,NA,0.0350286656793113,"shrub",18.8
"mp_spipyr_5","mp","spipyr",0.502213740458015,2.2,49.5,1,0.616,NA,NA,0.0447320742376436,"shrub",22.5
"mp_spipyr_6","mp","spipyr",0.408160377358491,2.8,49.4,1.44,1.134,NA,NA,0.0349339290235325,"shrub",17.9
"mp_spipyr_7","mp","spipyr",0.428384615384615,2.5,48.9,1.31,1.091,NA,NA,0.036256686149853,"shrub",19.7
"mp_spipyr_8","mp","spipyr",0.366136363636364,2.8,48.1,1.25,0.848,NA,NA,0.0223352910430653,"shrub",17.1
"mp_spipyr_9","mp","spipyr",0.538122605363985,2.2,48.9,0.85,0.815,NA,NA,0.0404846097025727,"shrub",22
"mp_symalb_1","mp","symalb",0.5167,3,45.4,1.02,0.65,NA,NA,0.0273989614380865,"shrub",15.2
"mp_symalb_10","mp","symalb",0.526887966804979,2.3,47.1,0.77,0.636,NA,NA,0.0568697345070116,"shrub",20.2
"mp_symalb_11","mp","symalb",0.556310160427807,2,45.2,1,0.687,0.778,0.768,0.0419799993756704,"shrub",22.1
"mp_symalb_3","mp","symalb",0.509586466165413,2.7,46,1,0.701,NA,NA,0.0585532555358326,"shrub",17.1
"mp_symalb_4","mp","symalb",0.576493506493507,2.4,45.4,1.09,0.582,NA,NA,0.0252655173726781,"shrub",18.7
"mp_symalb_5","mp","symalb",0.490782608695652,2.8,45.6,0.78,0.616,NA,NA,0.0419247791110387,"shrub",16.5
"mp_symalb_6","mp","symalb",0.37131221719457,3.2,45.3,1.1,0.532,NA,NA,0.0348630685519928,"shrub",14.3
"mp_symalb_7","mp","symalb",0.566050724637681,2.4,46.2,0.98,0.584,NA,NA,0.0389397820378552,"shrub",19.3
"mp_symalb_8","mp","symalb",0.56752,2,45.1,1.46,1.114,NA,NA,0.0390225942307562,"shrub",22.2
"mp_symalb_9","mp","symalb",0.596835443037975,1.8,45.2,0.74,0.804,NA,NA,0.0569451375978843,"shrub",25.7
"mp_vacmem_1","mp","vacmem",0.50003367003367,2.5,46.9,1.01,0.874,NA,NA,0.0223193735295886,"shrub",18.9
"mp_vacmem_11","mp","vacmem",0.455249042145594,2.3,46.2,0.86,0.869,NA,NA,0.028607315917767,"shrub",20.5
"mp_vacmem_12","mp","vacmem",0.564339622641509,2.5,47,0.84,0.714,NA,NA,0.0310172649127414,"shrub",18.9
"mp_vacmem_3","mp","vacmem",0.515272727272727,2.1,48.9,1.03,1.202,1.169,NA,0.0433749474567966,"shrub",23.5
"mp_vacmem_4","mp","vacmem",0.499303278688525,2.3,49.2,1.08,1.297,NA,NA,0.0341696559461393,"shrub",21.5
"mp_vacmem_5","mp","vacmem",0.571283582089552,2.2,48.9,0.82,0.737,NA,NA,0.0771446470604987,"shrub",22.5
"mp_vacmem_5_02","mp","vacmem",0.478342541436464,NA,NA,0.99,0.821,NA,NA,NA,"shrub",NA
"mp_vacmem_6","mp","vacmem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mp_vacmem_7","mp","vacmem",0.507655677655678,2.9,47.4,1.13,0.952,NA,NA,0.0232018207915852,"shrub",16.5
"mp_vacmem_8","mp","vacmem",0.535693641618497,2.2,46.3,1.07,1.771,NA,NA,0.0274568515879192,"shrub",21
"mp_vacmem_8","mp","vacmem",0.535693641618497,2.2,46.3,1.07,1.771,NA,NA,0.0274568515879192,"shrub",21
"mp_vacmem_8","mp","vacmem",0.535693641618497,2.2,46.3,0.7,0.662,NA,NA,0.0274568515879192,"shrub",21
"mp_vacmem_8","mp","vacmem",0.535693641618497,2.2,46.3,0.7,0.662,NA,NA,0.0274568515879192,"shrub",21
"mp_vacmem_9","mp","vacmem",0.474275362318841,2.5,47.1,0.53,0.417,NA,NA,0.0394702618435631,"shrub",18.8
"mp_vibedu_10","mp","vibedu",0.420166666666667,2.6,46.6,2.6,1.248,NA,NA,0.0311075899516872,"shrub",18
"mp_vibedu_12","mp","vibedu",0.332333333333333,2.3,47,1.46,1.087,NA,NA,0.0327023602229048,"shrub",20
"mp_vibedu_13","mp","vibedu",3.5413680781759,2.1,44.8,2.56,1.306,NA,NA,0.0241258331273639,"shrub",21.4
"mp_vibedu_14","mp","vibedu",0.4562100456621,2.3,43.9,2.61,1.183,2.084,NA,NA,"shrub",19.3
"mp_vibedu_2","mp","vibedu",0.398650793650794,2.2,45.4,2.33,1.22,NA,NA,0.03099172978491,"shrub",20.8
"mp_vibedu_4","mp","vibedu",0.431423841059603,2.9,45.8,1.62,10.5,NA,NA,0.0240654936943765,"shrub",15.7
"mp_vibedu_5","mp","vibedu",0.452508361204013,2,46.5,4.31,3.931,NA,NA,0.0678859363146732,"shrub",23.6
"mp_vibedu_7","mp","vibedu",0.406121372031662,2.1,46,2.17,1.75,NA,NA,0.0298238117369196,"shrub",22.1
"mp_vibedu_8","mp","vibedu",0.425786516853933,2.3,46.7,1.72,1.086,NA,NA,0.0221003942131434,"shrub",20.3
"mp_vibedu_9","mp","vibedu",0.420115207373272,1.9,46.3,1.33,0.879,NA,NA,0.0324085659621125,"shrub",24.1
"sm_acegla_10","sm","acegla",0.557926829268293,1.8,40.9,6.28,24,29.9,14.9,0.0389705741542292,"tree",22.3
"sm_acegla_11","sm","acegla",0.453042596348884,3.4,42.3,5.09,2.2,NA,NA,0.0210387782829666,"tree",12.6
"sm_acegla_13","sm","acegla",0.471041666666667,2.6,40.5,9.03,13.6,10.6,4.5,0.0261777430221755,"tree",15.6
"sm_acegla_14","sm","acegla",0.538479809976247,2,40.3,7.14,0.65,NA,NA,0.0320962291602679,"tree",20.1
"sm_acegla_15","sm","acegla",0.504199475065617,3,50.4,12.06,9.9,NA,NA,0.0264591030336407,"tree",16.8
"sm_acegla_2","sm","acegla",1.0725,3.1,39.8,8.62,0.524,NA,NA,0.0328262242724569,"tree",12.8
"sm_acegla_3","sm","acegla",0.462233333333333,4.3,41.4,5.09,16.1,9.7,12.6,0.0335685013662859,"tree",9.7
"sm_acegla_7","sm","acegla",0.380253456221198,2.2,38.3,10.14,7.1,NA,NA,0.0232259264929587,"tree",17.2
"sm_acegla_8","sm","acegla",0.488987341772152,2.1,42.4,13.6,1.26,NA,NA,0.0355231296440664,"tree",20
"sm_acegla_9","sm","acegla",1.60385159010601,2.3,40.5,8.41,5,NA,NA,0.0336764281702955,"tree",17.4
"sm_alninc_1","sm","alninc",0.414671669793621,4,49.5,5.6,6.1,NA,NA,0.0707899234416657,"shrub",12.3
"sm_alninc_1_June3","sm","alninc",0.432018779342723,NA,NA,6.77,7.5,NA,NA,0.0555425917808978,"shrub",NA
"sm_alninc_19","sm","alninc",0.4346735395189,2.9,48.5,7.8,7.5,6.5,5.3,0.0323381684011221,"shrub",16.5
"sm_alninc_2","sm","alninc",0.471437246963563,4.1,49.7,7.14,8.5,NA,NA,0.0291317883955019,"shrub",12.1
"sm_alninc_20","sm","alninc",0.400549450549451,3.7,48.2,9.97,10.9,7.3,6.5,0.0235567895121788,"shrub",13.2
"sm_alninc_21","sm","alninc",0.455196374622357,4.1,49,9.03,26.4,22.2,24.1,0.0283688114349655,"shrub",11.8
"sm_alninc_3","sm","alninc",0.417781818181818,3.2,45.9,5.09,6.4,NA,NA,0.0374084534827243,"shrub",14.2
"sm_alninc_4","sm","alninc",0.471778656126482,3.3,48.9,8.62,6.2,NA,NA,0.042852350863837,"shrub",14.7
"sm_alninc_5","sm","alninc",0.345897887323944,4.2,49.5,10.42,7.3,8.3,3.4,0.0273402594589807,"shrub",11.7
"sm_alninc_8","sm","alninc",0.3856,3.5,49,8.19,26.9,15.7,11.9,0.0295814315524327,"shrub",13.8
"sm_alnvir_10","sm","alnvir",0.473422053231939,4.9,50.5,5.22,5,5.7,6.2,0.0340212832653591,"shrub",10.3
"sm_alnvir_11","sm","alnvir",NA,4.6,47.4,NA,NA,NA,NA,0.0385352202555338,NA,10.2
"sm_alnvir_17","sm","alnvir",0.493376068376068,3.5,49.2,6.06,3.7,3.4,3,0.0387416490621307,"shrub",14.3
"sm_alnvir_18","sm","alnvir",0.44925,3.4,47.7,4.45,3.1,3.5,3.6,0.0485436496942583,"shrub",13.9
"sm_alnvir_19","sm","alnvir",0.495574468085106,3.4,48.9,3.32,3.445,3.62,2.934,0.0517698329615214,"shrub",14.6
"sm_alnvir_2","sm","alnvir",0.695296610169492,4.6,47.8,4.13,2.1,2.4,2,0.0367930601160705,"shrub",10.5
"sm_alnvir_2_2","sm","alnvir",0.374184615384615,NA,NA,5.09,4.5,3.1,3.1,0.0345488795062025,"shrub",NA
"sm_alnvir_20","sm","alnvir",0.473321554770318,4.2,47.4,1.48,6.5,5.9,5.4,0.0358096265672887,"shrub",11.2
"sm_alnvir_6","sm","alnvir",0.408127490039841,3.7,50.5,2.96,1.221,1.234,1.123,NA,"shrub",13.8
"sm_alnvir_8","sm","alnvir",NA,3.8,47.2,5.09,3.5,4.1,3.5,0.0309516972297591,"shrub",12.6
"sm_alnvir_9","sm","alnvir",0.452313725490196,4.7,47.5,4.22,5.8,5.3,6.9,0.228819664520356,"shrub",10.2
"sm_amealn_1","sm","amealn",0.555759717314488,3,44.3,7.14,6.7,6.3,8.6,0.0597487166103897,"shrub",14.7
"sm_amealn_10","sm","amealn",0.625796178343949,2.5,47,2.15,1.66,NA,NA,0.0404995594162199,"shrub",18.5
"sm_amealn_2","sm","amealn",0.4612,3.4,47.2,2.93,2.04,NA,NA,0.039869426767715,"shrub",13.8
"sm_amealn_3","sm","amealn",0.475384615384615,3.1,45.5,4.8,3,3,3,0.0421324451592224,"shrub",14.7
"sm_amealn_4","sm","amealn",0.552627986348123,3.4,47.4,4.13,3.1,NA,NA,NA,"shrub",14.1
"sm_amealn_5","sm","amealn",0.538521739130435,3.2,46.1,5.6,3.4,NA,NA,0.049230473049799,"shrub",14.6
"sm_amealn_6","sm","amealn",0.472293233082707,3.7,48.4,8.11,5.1,4.3,4.1,0.0545202006715019,"shrub",13.1
"sm_amealn_7","sm","amealn",0.523626373626374,3,45.8,4.13,3.3,NA,NA,0.057380173814189,"shrub",15.1
"sm_amealn_8","sm","amealn",0.567198697068404,3.3,46.3,3.2,2.48,NA,NA,0.0379359503265794,"shrub",14.3
"sm_amealn_9","sm","amealn",0.548859649122807,2.8,46.6,3.54,2.39,NA,NA,0.0359799154023763,"shrub",16.7
"sm_betpap_1","sm","betpap",0.55295719844358,2.9,41.8,11.23,19,NA,NA,0.0293317732181786,"tree",14.4
"sm_betpap_10","sm","betpap",0.544188034188034,3.1,45.8,12.79,21.9,NA,NA,0.0287468606167119,"tree",14.6
"sm_betpap_13","sm","betpap",0.517242268041237,2.6,48.1,7.14,13.1,NA,NA,0.0346729168016931,"tree",18.9
"sm_betpap_2","sm","betpap",0.54241935483871,3.1,41.2,12.66,8.6,NA,NA,0.025456418289106,"tree",13.2
"sm_betpap_4","sm","betpap",0.730836501901141,3,48.3,11.68,16.9,NA,NA,0.0307933156680089,"tree",16.1
"sm_betpap_5","sm","betpap",0.498705501618123,3.8,48.8,11.73,12.7,NA,NA,0.0298477425974019,"tree",12.9
"sm_betpap_6","sm","betpap",0.547120418848168,4,47.8,11.12,12.9,NA,NA,0.0234637460313214,"tree",12.1
"sm_betpap_7","sm","betpap",0.529436201780415,3.6,47.7,9.48,27.3,NA,NA,0.0245345550862268,"tree",13.2
"sm_betpap_8","sm","betpap",0.592281553398058,2.8,47.4,12.43,30.1,NA,NA,0.0312501469006424,"tree",16.9
"sm_betpap_9","sm","betpap",0.47084142394822,2.8,47,12.43,21.3,NA,NA,0.0275148324423874,"tree",16.5
"sm_corsto_10","sm","corsto",0.382292993630573,2.3,44.7,2.27,2,NA,NA,0.0240310662615723,"shrub",19.1
"sm_corsto_11","sm","corsto",0.533149350649351,2.1,42.5,3,2.26,NA,NA,0.0257916672205091,"shrub",20.6
"sm_corsto_12","sm","corsto",0.422259259259259,2.8,45.5,2.66,2.005,NA,NA,0.0270117077566089,"shrub",16.1
"sm_corsto_13","sm","corsto",0.491041666666667,2.7,49.4,2,1.383,NA,NA,0.0318985995219191,"shrub",18
"sm_corsto_14","sm","corsto",0.364603174603175,1.7,39.4,2.5,1.707,NA,NA,0.0354592835425142,"shrub",23.6
"sm_corsto_2","sm","corsto",0.42293172690763,3,44.6,1.07,0.879,NA,NA,0.0334226344451618,"shrub",15
"sm_corsto_3","sm","corsto",0.389169960474308,3.6,46,1.5,1.214,NA,NA,0.029523647342932,"shrub",12.9
"sm_corsto_4","sm","corsto",0.422166064981949,3.3,45.9,1.82,1.261,NA,NA,0.0216659844586796,"shrub",13.9
"sm_corsto_5","sm","corsto",0.433836930455635,3,45.9,1.43,0.873,NA,NA,0.023600981995975,"shrub",15.5
"sm_corsto_6","sm","corsto",0.446198830409357,3,45,1.91,1.704,NA,NA,0.035030303034414,"shrub",15.2
"sm_corsto_7","sm","corsto",0.505413533834586,3,46.3,2.66,1.415,NA,NA,0.0229930228998006,"shrub",15.3
"sm_corsto_8","sm","corsto",0.43568345323741,3.4,46.1,1.92,1.316,NA,NA,0.0234937719215015,"shrub",13.5
"sm_loninv_1","sm","loninv",0.404545454545455,3.9,46.3,1.77,1.464,NA,NA,0.0375264834103007,"shrub",11.9
"sm_loninv_10","sm","loninv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sm_loninv_11","sm","loninv",0.347894736842105,3.4,47.4,1.52,2.317,NA,NA,0.0438535021300068,"shrub",14.1
"sm_loninv_2","sm","loninv",0.363072289156627,4.2,46.5,1.42,0.902,NA,NA,0.0339754262460486,"shrub",11
"sm_loninv_3","sm","loninv",0.471041666666667,3.4,46.2,1.2,0.978,NA,NA,0.026923095805124,"shrub",13.6
