site,species,indiv.no,date.x,stem.wt,dist.top,dist.btm,ht,dbh,dbh2,dbh3,date.y,collected.by,leaf.no,area,
kl,rubpar,7,24-Jul,NA,NA,NA,67.5,0.718,NA,NA,24-Jul-19,my,5,199.194,
kl,rubpar,8,24-Jul,NA,NA,NA,83.6,0.725,NA,NA,24-Jul-19,my,1,388.425,
kl,rubpar,8,24-Jul,NA,NA,NA,83.6,0.725,NA,NA,24-Jul-19,my,2,352.055,
kl,rubpar,8,24-Jul,NA,NA,NA,83.6,0.725,NA,NA,24-Jul-19,my,3,215.01,
kl,rubpar,8,24-Jul,NA,NA,NA,83.6,0.725,NA,NA,24-Jul-19,my,4,227.456,
kl,rubpar,8,24-Jul,NA,NA,NA,83.6,0.725,NA,NA,24-Jul-19,my,5,364.524,
kl,rubpar,9,25-Jul,NA,NA,NA,67.6,0.655,NA,NA,25-Jul-19,slh,1,228.181,
kl,rubpar,9,25-Jul,NA,NA,NA,67.6,0.655,NA,NA,25-Jul-19,slh,2,207.508,
kl,rubpar,9,25-Jul,NA,NA,NA,67.6,0.655,NA,NA,25-Jul-19,slh,3,162.872,
kl,rubpar,9,25-Jul,NA,NA,NA,67.6,0.655,NA,NA,25-Jul-19,slh,4,190.066,
kl,rubpar,9,25-Jul,NA,NA,NA,67.6,0.655,NA,NA,25-Jul-19,slh,5,146.112,
kl,rubpar,10,26-Jul,NA,NA,NA,98.5,0.802,0.856,NA,26-Jul-19,slh,1,271.405,
kl,rubpar,10,26-Jul,NA,NA,NA,98.5,0.802,0.856,NA,26-Jul-19,slh,2,191.194,
kl,rubpar,10,26-Jul,NA,NA,NA,98.5,0.802,0.856,NA,26-Jul-19,slh,3,327.524,
kl,rubpar,10,26-Jul,NA,NA,NA,98.5,0.802,0.856,NA,26-Jul-19,slh,4,197.12,
kl,rubpar,10,26-Jul,NA,NA,NA,98.5,0.802,0.856,NA,26-Jul-19,slh,5,206.025,
kl,rubpar,11,26-Jul,NA,NA,NA,90.6,0.727,NA,NA,26-Jul-19,slh,1,324.881,
kl,rubpar,11,26-Jul,NA,NA,NA,90.6,0.727,NA,NA,26-Jul-19,slh,2,169.407,
kl,rubpar,11,26-Jul,NA,NA,NA,90.6,0.727,NA,NA,26-Jul-19,slh,3,261.132,
kl,rubpar,11,26-Jul,NA,NA,NA,90.6,0.727,NA,NA,26-Jul-19,slh,4,180.134,
kl,rubpar,11,26-Jul,NA,NA,NA,90.6,0.727,NA,NA,26-Jul-19,slh,5,312.888,
kl,rubpar,12,28-Jul,NA,NA,NA,91,0.616,NA,NA,28-Jul-19,slh,1,317.945,
kl,rubpar,12,28-Jul,NA,NA,NA,91,0.616,NA,NA,28-Jul-19,slh,2,202.26,
kl,rubpar,12,28-Jul,NA,NA,NA,91,0.616,NA,NA,28-Jul-19,slh,3,109.829,
kl,rubpar,12,28-Jul,NA,NA,NA,91,0.616,NA,NA,28-Jul-19,slh,4,273.839,
kl,rubpar,12,28-Jul,NA,NA,NA,91,0.616,NA,NA,28-Jul-19,slh,5,344.551,
kl,samrac,1,24-Jul,NA,NA,NA,122,1.469,1.219,1.45,24-Jul-19,my,1,511.8,
kl,samrac,1,24-Jul,NA,NA,NA,122,1.469,1.219,1.45,24-Jul-19,my,2,230.527,
kl,samrac,1,24-Jul,NA,NA,NA,122,1.469,1.219,1.45,24-Jul-19,my,3,212.507,
kl,samrac,1,24-Jul,NA,NA,NA,122,1.469,1.219,1.45,24-Jul-19,my,4,377.595,
kl,samrac,1,24-Jul,NA,NA,NA,122,1.469,1.219,1.45,24-Jul-19,my,5,378.07,
kl,samrac,2,24-Jul,NA,NA,NA,210.8,2.409,1.693,2.422,24-Jul-19,my,1,163.804,
kl,samrac,2,24-Jul,NA,NA,NA,210.8,2.409,1.693,2.422,24-Jul-19,my,2,182.38,
kl,samrac,2,24-Jul,NA,NA,NA,210.8,2.409,1.693,2.422,24-Jul-19,my,3,228.555,
kl,samrac,2,24-Jul,NA,NA,NA,210.8,2.409,1.693,2.422,24-Jul-19,my,4,219.934,
kl,samrac,2,24-Jul,NA,NA,NA,210.8,2.409,1.693,2.422,24-Jul-19,my,5,190.39,
kl,samrac,3,24-Jul,NA,NA,NA,195.1,7.269,NA,NA,24-Jul-19,my,1,142.719,
kl,samrac,3,24-Jul,NA,NA,NA,195.1,7.269,NA,NA,24-Jul-19,my,2,107.574,
kl,samrac,3,24-Jul,NA,NA,NA,195.1,7.269,NA,NA,24-Jul-19,my,3,213.893,
kl,samrac,3,24-Jul,NA,NA,NA,195.1,7.269,NA,NA,24-Jul-19,my,4,198.638,
kl,samrac,3,24-Jul,NA,NA,NA,195.1,7.269,NA,NA,24-Jul-19,my,5,321.799,
kl,samrac,4,24-Jul,NA,NA,NA,148.4,1.575,1.62,1.622,24-Jul-19,my,1,224.381,
kl,samrac,4,24-Jul,NA,NA,NA,148.4,1.575,1.62,1.622,24-Jul-19,my,2,179.888,
kl,samrac,4,24-Jul,NA,NA,NA,148.4,1.575,1.62,1.622,24-Jul-19,my,3,267.438,
kl,samrac,4,24-Jul,NA,NA,NA,148.4,1.575,1.62,1.622,24-Jul-19,my,4,157.342,
kl,samrac,4,24-Jul,NA,NA,NA,148.4,1.575,1.62,1.622,24-Jul-19,my,5,212.235,
kl,shecan,1,29-Jul,NA,NA,NA,148.5,1.45,NA,NA,29-Jul-19,slh,1,16.573,
kl,shecan,1,29-Jul,NA,NA,NA,148.5,1.45,NA,NA,29-Jul-19,slh,2,12.407,
kl,shecan,1,29-Jul,NA,NA,NA,148.5,1.45,NA,NA,29-Jul-19,slh,3,9.393,
kl,shecan,1,29-Jul,NA,NA,NA,148.5,1.45,NA,NA,29-Jul-19,slh,4,11.699,
kl,shecan,1,29-Jul,NA,NA,NA,148.5,1.45,NA,NA,29-Jul-19,slh,5,16.258,
kl,shecan,3,29-Jul,NA,NA,NA,224.5,3.704,2.646,NA,29-Jul-19,slh,1,14.743,
kl,shecan,3,29-Jul,NA,NA,NA,224.5,3.704,2.646,NA,29-Jul-19,slh,2,17.162,
kl,shecan,3,29-Jul,NA,NA,NA,224.5,3.704,2.646,NA,29-Jul-19,slh,3,10.835,
kl,shecan,3,29-Jul,NA,NA,NA,224.5,3.704,2.646,NA,29-Jul-19,slh,4,16.844,
kl,shecan,3,29-Jul,NA,NA,NA,224.5,3.704,2.646,NA,29-Jul-19,slh,5,9.168,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,26-Jul-19,slh,1,14.848,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,29-Jul-19,slh,1,8.106,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,26-Jul-19,slh,1,14.848,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,29-Jul-19,slh,1,8.106,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,29-Jul-19,slh,2,6.13,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,26-Jul-19,slh,2,14.475,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,29-Jul-19,slh,2,6.13,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,26-Jul-19,slh,2,14.475,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,26-Jul-19,slh,3,22.339,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,29-Jul-19,slh,3,7.419,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,26-Jul-19,slh,3,22.339,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,29-Jul-19,slh,3,7.419,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,26-Jul-19,slh,4,14.762,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,29-Jul-19,slh,4,9.778,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,26-Jul-19,slh,4,14.762,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,29-Jul-19,slh,4,9.778,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,26-Jul-19,slh,5,22.116,
kl,shecan,4,26-Jul,NA,NA,NA,171.2,1.904,1.25,1.185,29-Jul-19,slh,5,10.119,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,26-Jul-19,slh,5,22.116,
kl,shecan,4,29-Jul,NA,NA,NA,168.5,3.679,NA,NA,29-Jul-19,slh,5,10.119,
kl,shecan,5,26-Jul,NA,NA,NA,218.9,3.985,NA,NA,26-Jul-19,slh,1,13.909,
kl,shecan,5,26-Jul,NA,NA,NA,218.9,3.985,NA,NA,26-Jul-19,slh,2,15.605,
kl,shecan,5,26-Jul,NA,NA,NA,218.9,3.985,NA,NA,26-Jul-19,slh,3,5.333,
kl,shecan,5,26-Jul,NA,NA,NA,218.9,3.985,NA,NA,26-Jul-19,slh,4,12.698,
kl,shecan,5,26-Jul,NA,NA,NA,218.9,3.985,NA,NA,26-Jul-19,slh,5,10.931,
kl,shecan,6,24-Jul,NA,NA,NA,159.3,1.401,2.031,2.819,24-Jul-19,my,1,13.19,
kl,shecan,6,24-Jul,NA,NA,NA,159.3,1.401,2.031,2.819,24-Jul-19,my,2,9.99,
kl,shecan,6,24-Jul,NA,NA,NA,159.3,1.401,2.031,2.819,24-Jul-19,my,3,12.248,
kl,shecan,6,24-Jul,NA,NA,NA,159.3,1.401,2.031,2.819,24-Jul-19,my,4,12.629,
kl,shecan,6,24-Jul,NA,NA,NA,159.3,1.401,2.031,2.819,24-Jul-19,my,5,17.16,
kl,shecan,7,24-Jul,NA,NA,NA,163.2,2.391,1.753,1.825,24-Jul-19,my,1,14.071,
kl,shecan,7,24-Jul,NA,NA,NA,163.2,2.391,1.753,1.825,24-Jul-19,my,2,18.474,
kl,shecan,7,24-Jul,NA,NA,NA,163.2,2.391,1.753,1.825,24-Jul-19,my,3,12.034,
kl,shecan,7,24-Jul,NA,NA,NA,163.2,2.391,1.753,1.825,24-Jul-19,my,4,10.665,
kl,shecan,7,24-Jul,NA,NA,NA,163.2,2.391,1.753,1.825,24-Jul-19,my,5,14.413,
kl,shecan,8,24-Jul,NA,NA,NA,204.2,4.577,NA,NA,24-Jul-19,my,1,7.999,
kl,shecan,8,24-Jul,NA,NA,NA,204.2,4.577,NA,NA,24-Jul-19,my,2,19.047,
kl,shecan,8,24-Jul,NA,NA,NA,204.2,4.577,NA,NA,24-Jul-19,my,3,14.778,
kl,shecan,8,24-Jul,NA,NA,NA,204.2,4.577,NA,NA,24-Jul-19,my,4,14.583,
kl,shecan,8,24-Jul,NA,NA,NA,204.2,4.577,NA,NA,24-Jul-19,my,5,14.583,
kl,shecan,9,26-Jul,NA,NA,NA,237.2,5.292,NA,NA,26-Jul-19,slh,1,16.807,
kl,shecan,9,26-Jul,NA,NA,NA,237.2,5.292,NA,NA,26-Jul-19,slh,2,17.908,
kl,shecan,9,26-Jul,NA,NA,NA,237.2,5.292,NA,NA,26-Jul-19,slh,3,19.01,
kl,shecan,9,26-Jul,NA,NA,NA,237.2,5.292,NA,NA,26-Jul-19,slh,4,13.407,
kl,shecan,9,26-Jul,NA,NA,NA,237.2,5.292,NA,NA,26-Jul-19,slh,5,12.815,
kl,spibet,3,24-Jul,NA,NA,NA,57.6,0.443,NA,NA,24-Jul-19,my,1,14.447,
kl,spibet,3,24-Jul,NA,NA,NA,57.6,0.443,NA,NA,24-Jul-19,my,2,7.909,
kl,spibet,3,24-Jul,NA,NA,NA,57.6,0.443,NA,NA,24-Jul-19,my,3,17.571,
kl,spibet,3,24-Jul,NA,NA,NA,57.6,0.443,NA,NA,24-Jul-19,my,4,20.305,
kl,spibet,3,24-Jul,NA,NA,NA,57.6,0.443,NA,NA,24-Jul-19,my,5,20.324,
kl,spibet,4,24-Jul,NA,NA,NA,40.4,0.316,NA,NA,24-Jul-19,my,1,12.122,
kl,spibet,4,24-Jul,NA,NA,NA,40.4,0.316,NA,NA,24-Jul-19,my,2,9.678,
kl,spibet,4,24-Jul,NA,NA,NA,40.4,0.316,NA,NA,24-Jul-19,my,3,13.724,
kl,spibet,4,24-Jul,NA,NA,NA,40.4,0.316,NA,NA,24-Jul-19,my,4,12.299,
kl,spibet,4,24-Jul,NA,NA,NA,40.4,0.316,NA,NA,24-Jul-19,my,5,9.243,
kl,spibet,5,25-Jul,NA,NA,NA,71.7,0.577,NA,NA,25-Jul-19,slh,1,9.239,
kl,spibet,5,25-Jul,NA,NA,NA,71.7,0.577,NA,NA,25-Jul-19,slh,2,8.947,
kl,spibet,5,25-Jul,NA,NA,NA,71.7,0.577,NA,NA,25-Jul-19,slh,3,9.912,
kl,spibet,5,25-Jul,NA,NA,NA,71.7,0.577,NA,NA,25-Jul-19,slh,4,7.333,
kl,spibet,5,25-Jul,NA,NA,NA,71.7,0.577,NA,NA,25-Jul-19,slh,5,8.812,
kl,spibet,6,25-Jul,NA,NA,NA,54.3,0.356,NA,NA,25-Jul-19,slh,1,21.679,
kl,spibet,6,25-Jul,NA,NA,NA,54.3,0.356,NA,NA,25-Jul-19,slh,2,18.783,
kl,spibet,6,25-Jul,NA,NA,NA,54.3,0.356,NA,NA,25-Jul-19,slh,3,15.254,
kl,spibet,6,25-Jul,NA,NA,NA,54.3,0.356,NA,NA,25-Jul-19,slh,4,18.285,
kl,spibet,6,25-Jul,NA,NA,NA,54.3,0.356,NA,NA,25-Jul-19,slh,5,17.447,
kl,spibet,7,25-Jul,NA,NA,NA,57.7,0.335,1.229,NA,25-Jul-19,slh,1,17.59,
kl,spibet,7,25-Jul,NA,NA,NA,57.7,0.335,1.229,NA,25-Jul-19,slh,2,14.644,
kl,spibet,7,25-Jul,NA,NA,NA,57.7,0.335,1.229,NA,25-Jul-19,slh,3,15.134,
kl,spibet,7,25-Jul,NA,NA,NA,57.7,0.335,1.229,NA,25-Jul-19,slh,4,14.478,
kl,spibet,7,25-Jul,NA,NA,NA,57.7,0.335,1.229,NA,25-Jul-19,slh,5,16.674,
kl,spibet,8,26-Jul,NA,NA,NA,65.5,0.398,NA,NA,26-Jul-19,slh,1,12.19,
kl,spibet,8,26-Jul,NA,NA,NA,65.5,0.398,NA,NA,26-Jul-19,slh,2,4.089,
kl,spibet,8,26-Jul,NA,NA,NA,65.5,0.398,NA,NA,26-Jul-19,slh,3,12.073,
kl,spibet,8,26-Jul,NA,NA,NA,65.5,0.398,NA,NA,26-Jul-19,slh,4,4.4,
kl,spibet,8,26-Jul,NA,NA,NA,65.5,0.398,NA,NA,26-Jul-19,slh,5,13.285,
kl,spibet,9,26-Jul,NA,NA,NA,55.3,0.292,NA,NA,26-Jul-19,slh,1,14.662,
kl,spibet,9,26-Jul,NA,NA,NA,55.3,0.292,NA,NA,26-Jul-19,slh,2,12.988,
kl,spibet,9,26-Jul,NA,NA,NA,55.3,0.292,NA,NA,26-Jul-19,slh,3,15.007,
kl,spibet,9,26-Jul,NA,NA,NA,55.3,0.292,NA,NA,26-Jul-19,slh,4,13.722,
kl,spibet,9,26-Jul,NA,NA,NA,55.3,0.292,NA,NA,26-Jul-19,slh,5,14.075,
kl,spibet,10,26-Jul,NA,NA,NA,70.2,0.51,NA,NA,26-Jul-19,slh,1,20.992,
kl,spibet,10,26-Jul,NA,NA,NA,70.2,0.51,NA,NA,26-Jul-19,slh,2,15.6,
kl,spibet,10,26-Jul,NA,NA,NA,70.2,0.51,NA,NA,26-Jul-19,slh,3,22.83,
kl,spibet,10,26-Jul,NA,NA,NA,70.2,0.51,NA,NA,26-Jul-19,slh,4,10.695,
kl,spibet,10,26-Jul,NA,NA,NA,70.2,0.51,NA,NA,26-Jul-19,slh,5,20.357,
kl,spibet,12,28-Jul,NA,NA,NA,62.8,0.33,NA,NA,28-Jul-19,slh,1,11.777,
kl,spibet,12,28-Jul,NA,NA,NA,62.8,0.33,NA,NA,28-Jul-19,slh,2,11.237,
kl,spibet,12,28-Jul,NA,NA,NA,62.8,0.33,NA,NA,28-Jul-19,slh,3,11.188,
kl,spibet,12,28-Jul,NA,NA,NA,62.8,0.33,NA,NA,28-Jul-19,slh,4,15.747,
kl,spibet,12,28-Jul,NA,NA,NA,62.8,0.33,NA,NA,28-Jul-19,slh,5,9.841,
kl,symalb,1,29-Jul,NA,NA,NA,143.1,1.003,0.917,0.985,29-Jul-19,slh,1,5.88,
kl,symalb,1,29-Jul,NA,NA,NA,143.1,1.003,0.917,0.985,29-Jul-19,slh,2,6.567,
kl,symalb,1,29-Jul,NA,NA,NA,143.1,1.003,0.917,0.985,29-Jul-19,slh,3,8.353,
kl,symalb,1,29-Jul,NA,NA,NA,143.1,1.003,0.917,0.985,29-Jul-19,slh,4,6.491,
kl,symalb,1,29-Jul,NA,NA,NA,143.1,1.003,0.917,0.985,29-Jul-19,slh,5,5.172,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,29-Jul-19,slh,1,13.454,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,26-Jul-19,slh,1,9.067,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,29-Jul-19,slh,1,13.454,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,26-Jul-19,slh,1,9.067,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,26-Jul-19,slh,2,5.57,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,29-Jul-19,slh,2,6.783,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,26-Jul-19,slh,2,5.57,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,29-Jul-19,slh,2,6.783,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,29-Jul-19,slh,3,8.886,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,26-Jul-19,slh,3,8.413,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,29-Jul-19,slh,3,8.886,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,26-Jul-19,slh,3,8.413,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,26-Jul-19,slh,4,5.486,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,29-Jul-19,slh,4,5.839,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,26-Jul-19,slh,4,5.486,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,29-Jul-19,slh,4,5.839,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,26-Jul-19,slh,5,8.056,
kl,symalb,2,26-Jul,NA,NA,NA,121.5,0.837,NA,NA,29-Jul-19,slh,5,7.337,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,26-Jul-19,slh,5,8.056,
kl,symalb,2,29-Jul,NA,NA,NA,166.5,1.036,1.069,NA,29-Jul-19,slh,5,7.337,
kl,symalb,3,26-Jul,NA,NA,NA,66.6,0.6,NA,NA,26-Jul-19,slh,1,7.925,
kl,symalb,3,26-Jul,NA,NA,NA,66.6,0.6,NA,NA,26-Jul-19,slh,2,3.737,
kl,symalb,3,26-Jul,NA,NA,NA,66.6,0.6,NA,NA,26-Jul-19,slh,3,5.145,
kl,symalb,3,26-Jul,NA,NA,NA,66.6,0.6,NA,NA,26-Jul-19,slh,4,3.226,
kl,symalb,3,26-Jul,NA,NA,NA,66.6,0.6,NA,NA,26-Jul-19,slh,5,4.051,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,1,13.151,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,1,7.891,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,2,12.913,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,2,13.12,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,3,16.249,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,3,5.671,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,4,8.711,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,4,4.751,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,5,9.352,
kl,symalb,8,24-Jul,NA,NA,NA,136,1.033,NA,NA,24-Jul-19,my,5,7.954,
kl,symalb,9,24-Jul,NA,NA,NA,91.1,0.842,NA,NA,24-Jul-19,my,1,7.524,
kl,symalb,9,24-Jul,NA,NA,NA,91.1,0.842,NA,NA,24-Jul-19,my,2,6.054,
kl,symalb,9,24-Jul,NA,NA,NA,91.1,0.842,NA,NA,24-Jul-19,my,3,5.946,
kl,symalb,9,24-Jul,NA,NA,NA,91.1,0.842,NA,NA,24-Jul-19,my,4,7.137,
kl,symalb,9,24-Jul,NA,NA,NA,91.1,0.842,NA,NA,24-Jul-19,my,5,4.078,
kl,symalb,10,26-Jul,NA,NA,NA,128.3,0.961,0.93,NA,26-Jul-19,slh,1,11.847,
kl,symalb,10,26-Jul,NA,NA,NA,128.3,0.961,0.93,NA,26-Jul-19,slh,2,10.471,
kl,symalb,10,26-Jul,NA,NA,NA,128.3,0.961,0.93,NA,26-Jul-19,slh,3,8.059,
kl,symalb,10,26-Jul,NA,NA,NA,128.3,0.961,0.93,NA,26-Jul-19,slh,4,5.513,
kl,symalb,10,26-Jul,NA,NA,NA,128.3,0.961,0.93,NA,26-Jul-19,slh,5,5.903,
kl,symalb,11,26-Jul,NA,NA,NA,82.4,0.666,NA,NA,26-Jul-19,slh,1,13.149,
kl,symalb,11,26-Jul,NA,NA,NA,82.4,0.666,NA,NA,26-Jul-19,slh,2,12.945,
kl,symalb,11,26-Jul,NA,NA,NA,82.4,0.666,NA,NA,26-Jul-19,slh,3,11.493,
kl,symalb,11,26-Jul,NA,NA,NA,82.4,0.666,NA,NA,26-Jul-19,slh,4,12.198,
kl,symalb,11,26-Jul,NA,NA,NA,82.4,0.666,NA,NA,26-Jul-19,slh,5,9.209,
kl,symalb,12,28-Jul,NA,NA,NA,79.2,0.411,NA,NA,28-Jul-19,slh,1,5.4,
kl,symalb,12,28-Jul,NA,NA,NA,79.2,0.411,NA,NA,28-Jul-19,slh,2,4.607,
kl,symalb,12,28-Jul,NA,NA,NA,79.2,0.411,NA,NA,28-Jul-19,slh,3,4.345,
kl,symalb,12,28-Jul,NA,NA,NA,79.2,0.411,NA,NA,28-Jul-19,slh,4,4.912,
kl,symalb,12,28-Jul,NA,NA,NA,79.2,0.411,NA,NA,28-Jul-19,slh,5,3.581,
kl,vacmem,1,25-Jul,NA,NA,NA,65.7,1.187,NA,NA,25-Jul-19,slh,1,7.674,
kl,vacmem,1,25-Jul,NA,NA,NA,65.7,1.187,NA,NA,25-Jul-19,slh,2,7.805,
kl,vacmem,1,25-Jul,NA,NA,NA,65.7,1.187,NA,NA,25-Jul-19,slh,3,6.377,
kl,vacmem,1,25-Jul,NA,NA,NA,65.7,1.187,NA,NA,25-Jul-19,slh,4,7.947,
kl,vacmem,1,25-Jul,NA,NA,NA,65.7,1.187,NA,NA,25-Jul-19,slh,5,5.553,
kl,vacmem,2,25-Jul,NA,NA,NA,91.5,1.558,NA,NA,25-Jul-19,slh,1,5.961,
kl,vacmem,2,25-Jul,NA,NA,NA,91.5,1.558,NA,NA,25-Jul-19,slh,2,4.305,
kl,vacmem,2,25-Jul,NA,NA,NA,91.5,1.558,NA,NA,25-Jul-19,slh,3,7.863,
kl,vacmem,2,25-Jul,NA,NA,NA,91.5,1.558,NA,NA,25-Jul-19,slh,4,5.082,
kl,vacmem,2,25-Jul,NA,NA,NA,91.5,1.558,NA,NA,25-Jul-19,slh,5,10.171,
kl,vacmem,3,25-Jul,NA,NA,NA,91.1,1.387,NA,NA,25-Jul-19,slh,1,9.88,
kl,vacmem,3,25-Jul,NA,NA,NA,91.1,1.387,NA,NA,25-Jul-19,slh,2,9.64,
kl,vacmem,3,25-Jul,NA,NA,NA,91.1,1.387,NA,NA,25-Jul-19,slh,3,11.202,
kl,vacmem,3,25-Jul,NA,NA,NA,91.1,1.387,NA,NA,25-Jul-19,slh,4,8.527,
kl,vacmem,3,25-Jul,NA,NA,NA,91.1,1.387,NA,NA,25-Jul-19,slh,5,8.04,
kl,vacmem,5,25-Jul,NA,NA,NA,78.6,0.764,NA,NA,25-Jul-19,slh,1,10.781,
kl,vacmem,5,25-Jul,NA,NA,NA,78.6,0.764,NA,NA,25-Jul-19,slh,2,8.208,
kl,vacmem,5,25-Jul,NA,NA,NA,78.6,0.764,NA,NA,25-Jul-19,slh,3,11.723,
kl,vacmem,5,25-Jul,NA,NA,NA,78.6,0.764,NA,NA,25-Jul-19,slh,4,8.74,
kl,vacmem,5,25-Jul,NA,NA,NA,78.6,0.764,NA,NA,25-Jul-19,slh,5,14.619,
kl,vacmem,6,25-Jul,NA,NA,NA,80.4,1.087,NA,NA,25-Jul-19,slh,1,3.688,
kl,vacmem,6,25-Jul,NA,NA,NA,80.4,1.087,NA,NA,25-Jul-19,slh,2,3.669,
kl,vacmem,6,25-Jul,NA,NA,NA,80.4,1.087,NA,NA,25-Jul-19,slh,3,4.032,
kl,vacmem,6,25-Jul,NA,NA,NA,80.4,1.087,NA,NA,25-Jul-19,slh,4,4.372,
kl,vacmem,6,25-Jul,NA,NA,NA,80.4,1.087,NA,NA,25-Jul-19,slh,5,4.818,
kl,vacmem,7,25-Jul,NA,NA,NA,75,1.143,NA,NA,25-Jul-19,slh,1,8.554,
kl,vacmem,7,25-Jul,NA,NA,NA,75,1.143,NA,NA,25-Jul-19,slh,2,10.938,
kl,vacmem,7,25-Jul,NA,NA,NA,75,1.143,NA,NA,25-Jul-19,slh,3,15.823,
kl,vacmem,7,25-Jul,NA,NA,NA,75,1.143,NA,NA,25-Jul-19,slh,4,9.583,
kl,vacmem,7,25-Jul,NA,NA,NA,75,1.143,NA,NA,25-Jul-19,slh,5,12.718,
kl,vacmem,8,25-Jul,NA,NA,NA,65.2,1.336,NA,NA,25-Jul-19,slh,1,7.718,
kl,vacmem,8,25-Jul,NA,NA,NA,65.2,1.336,NA,NA,25-Jul-19,slh,2,9.812,
kl,vacmem,8,25-Jul,NA,NA,NA,65.2,1.336,NA,NA,25-Jul-19,slh,3,9.885,
kl,vacmem,8,25-Jul,NA,NA,NA,65.2,1.336,NA,NA,25-Jul-19,slh,4,10.821,
kl,vacmem,8,25-Jul,NA,NA,NA,65.2,1.336,NA,NA,25-Jul-19,slh,5,7.875,
kl,vacmem,9,25-Jul,NA,NA,NA,73.4,1.148,NA,NA,25-Jul-19,slh,1,6.363,
kl,vacmem,9,25-Jul,NA,NA,NA,73.4,1.148,NA,NA,25-Jul-19,slh,2,9.523,
kl,vacmem,9,25-Jul,NA,NA,NA,73.4,1.148,NA,NA,25-Jul-19,slh,3,6.533,
kl,vacmem,9,25-Jul,NA,NA,NA,73.4,1.148,NA,NA,25-Jul-19,slh,4,8.509,
kl,vacmem,9,25-Jul,NA,NA,NA,73.4,1.148,NA,NA,25-Jul-19,slh,5,9.316,
kl,vibedu,2,26-Jul,NA,NA,NA,66.2,0.609,0.406,NA,26-Jul-19,slh,1,40.533,
