,site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
833,kl,alninc,1,1,PA,39.062,225.2
834,kl,alninc,1,2,PA,52.743,260.1
835,kl,alninc,1,3,PA,46.182,256.2
836,kl,alninc,1,4,PA,36.152,213.6
837,kl,alninc,1,5,PA,35.973,171.9
838,kl,alninc,2,1,slh,26.501,101.4
839,kl,alninc,2,2,slh,40.916,168.3
840,kl,alninc,2,3,slh,27.838,115.4
841,kl,alninc,2,4,slh,41.342,197.4
842,kl,alninc,2,5,slh,44.08,203
843,kl,alninc,3,1,PA,35.585,100.3
844,kl,alninc,3,2,PA,50.153,129.1
845,kl,alninc,3,3,PA,30.722,85.8
846,kl,alninc,3,4,PA,46.456,127.5
847,kl,alninc,3,5,PA,31.702,89.1
848,kl,alninc,4,1,slh,31.652,154.6
849,kl,alninc,4,2,slh,27.151,102.2
850,kl,alninc,4,3,slh,36.775,187.5
851,kl,alninc,4,4,slh,25.949,85.2
852,kl,alninc,4,5,slh,35.913,150.6
853,kl,alnrub,1,1,PA,28.188,166.8
854,kl,alnrub,1,2,PA,43.74,262
855,kl,alnrub,1,3,PA,21.801,130.9
856,kl,alnrub,1,4,PA,39.924,212.5
857,kl,alnrub,1,5,PA,64.869,443.1
858,kl,alnrub,2,1,slh,32.835,198.1
859,kl,alnrub,2,2,slh,25.03,160.4
860,kl,alnrub,2,3,slh,26.869,169.6
861,kl,alnrub,2,4,slh,33.094,186.5
862,kl,alnrub,2,5,slh,20.774,124.9
863,kl,alnrub,3,1,slh,28.925,159.4
864,kl,alnrub,3,2,slh,30.516,210.4
865,kl,alnrub,3,3,slh,26.01,135.2
866,kl,alnrub,3,4,slh,31.798,186.9
867,kl,alnrub,3,5,slh,27.104,191.8
868,kl,alnrub,4,1,slh,25.755,144
869,kl,alnrub,4,2,slh,31.644,187
870,kl,alnrub,4,3,slh,22.074,NA
871,kl,alnrub,4,4,slh,41.041,226.4
872,kl,alnrub,4,5,slh,37.817,320.2
873,kl,alnrub,5,1,slh,27.423,178.4
874,kl,alnrub,5,2,slh,27.832,187.5
875,kl,alnrub,5,3,slh,19.581,102.8
876,kl,alnrub,5,4,slh,29.48,156.6
877,kl,alnrub,5,5,slh,19.763,113.8
878,kl,alnrub,6,1,slh,18.093,84.8
879,kl,alnrub,6,2,slh,31.999,185.8
880,kl,alnrub,6,3,slh,28.788,158.8
881,kl,alnrub,6,4,slh,38.194,185.4
882,kl,alnrub,6,5,slh,28.89,127
883,kl,alnrub,7,1,PA,26.078,107.9
884,kl,alnrub,7,2,PA,31.336,147.7
885,kl,alnrub,7,3,PA,47.743,244.7
886,kl,alnrub,7,4,PA,53.131,198
887,kl,alnrub,7,5,PA,45.176,212.5
888,kl,alnrub,8,1,slh,20.694,146.1
889,kl,alnrub,8,2,slh,15.163,111.6
890,kl,alnrub,8,3,slh,12.212,100.3
891,kl,alnrub,8,4,slh,18.578,132
892,kl,alnrub,8,5,slh,15.045,108.8
893,kl,alnrub,9,1,PA,70.87,294
894,kl,alnrub,9,2,PA,29.054,196.5
895,kl,alnrub,9,3,PA,40.657,293.2
896,kl,alnrub,9,4,PA,12.906,89
897,kl,alnrub,9,5,PA,36.185,110
3644,kl,alnrub,10,1,slh,21.391,120.2
3741,kl,alnrub,10,2,slh,18.439,96.4
3751,kl,alnrub,10,3,slh,23.755,136.8
3734,kl,alnrub,10,4,slh,27.746,143.2
3720,kl,alnrub,10,5,slh,34.529,219.9
898,kl,alnvir,2,1,PA,55.589,177.6
899,kl,alnvir,2,2,PA,52.469,142.2
900,kl,alnvir,2,3,PA,47.75,132.6
901,kl,alnvir,2,4,PA,48.106,127.1
902,kl,alnvir,2,5,PA,44.199,120.8
903,kl,alnvir,3,1,slh,26.261,127.6
904,kl,alnvir,3,2,slh,36.267,189
905,kl,alnvir,3,3,slh,32.353,166
906,kl,alnvir,3,4,slh,35.046,193.8
907,kl,alnvir,3,5,slh,26.459,129.3
908,kl,alnvir,5,1,my,48.437,286.1
910,kl,alnvir,5,2,my,26.697,140.6
913,kl,alnvir,5,3,my,24.484,123
915,kl,alnvir,5,4,my,39.543,248.7
917,kl,alnvir,5,5,my,25.464,138.6
918,kl,alnvir,6,1,my,48.051,271.5
919,kl,alnvir,6,2,my,39.758,231
920,kl,alnvir,6,3,my,44.907,239.5
921,kl,alnvir,6,4,my,50.604,291.5
922,kl,alnvir,6,5,my,47.682,330.6
923,kl,alnvir,7,1,PA,39.464,218.3
924,kl,alnvir,7,2,PA,51.904,216.9
925,kl,alnvir,7,3,PA,38.996,191.2
926,kl,alnvir,7,4,PA,49.552,239.1
927,kl,alnvir,7,5,PA,65.636,317.5
928,kl,alnvir,8,1,slh,30.141,145.7
929,kl,alnvir,8,2,slh,26.811,140.6
930,kl,alnvir,8,3,slh,22.601,113.2
931,kl,alnvir,8,4,slh,25.241,137.6
932,kl,alnvir,8,5,slh,59.969,273.4
933,kl,alnvir,9,1,PA,73.528,324.9
934,kl,alnvir,9,2,PA,30.034,135.6
935,kl,alnvir,9,3,PA,33.15,150.4
936,kl,alnvir,9,4,PA,39.807,126.9
937,kl,alnvir,9,5,PA,23.69,89.8
938,kl,alnvir,10,1,slh,88.831,277.7
939,kl,alnvir,10,2,slh,26.51,115.1
940,kl,alnvir,10,3,slh,59.466,189.7
941,kl,alnvir,10,4,slh,32.595,126.8
942,kl,alnvir,10,5,slh,54.308,188.8
943,kl,alnvir,11,1,slh,27.257,84.1
944,kl,alnvir,11,2,slh,43.094,203.8
945,kl,alnvir,11,3,slh,34.277,152.8
946,kl,alnvir,11,4,slh,46.135,249.3
947,kl,alnvir,11,5,slh,30.648,138.6
948,kl,alnvir,12,1,slh,32.293,211.3
949,kl,alnvir,12,2,slh,25.35,162.8
950,kl,alnvir,12,3,slh,15.889,101.6
951,kl,alnvir,12,4,slh,26.624,187.2
952,kl,alnvir,12,5,slh,33.789,211.4
953,kl,amealn,1,1,slh,46.828,180.1
954,kl,amealn,1,2,slh,22.657,67
955,kl,amealn,1,3,slh,18.725,54
956,kl,amealn,1,4,slh,38.635,126.2
957,kl,amealn,1,5,slh,29.978,106
958,kl,amealn,2,1,slh,20.649,58.1
959,kl,amealn,2,2,slh,15.455,42.3
960,kl,amealn,2,3,slh,17.37,42.2
961,kl,amealn,2,4,slh,11.908,35
962,kl,amealn,2,5,slh,18.63,57.2
963,kl,amealn,3,1,slh,16.072,72.4
964,kl,amealn,3,2,slh,15.452,63.4
965,kl,amealn,3,3,slh,16.468,72.3
966,kl,amealn,3,4,slh,11.238,52.4
967,kl,amealn,3,5,slh,17.03,78.3
968,kl,amealn,4,1,my,8.498,44.2
969,kl,amealn,4,2,my,11.402,56.8
970,kl,amealn,4,3,my,5.992,27.2
971,kl,amealn,4,4,my,10.741,55.5
972,kl,amealn,4,5,my,8.618,32.7
973,kl,amealn,5,1,slh,14.731,77.1
974,kl,amealn,5,2,slh,14.825,91
975,kl,amealn,5,3,slh,18.325,105.4
976,kl,amealn,5,4,slh,10.44,58.8
977,kl,amealn,5,5,slh,10.383,51.5
978,kl,amealn,6,1,slh,23.019,114.8
979,kl,amealn,6,2,slh,11.901,41
980,kl,amealn,6,3,slh,17.221,66.2
981,kl,amealn,6,4,slh,15.511,50.9
982,kl,amealn,6,5,slh,18.766,89.3
983,kl,amealn,7,1,PA,13.247,37.4
984,kl,amealn,7,2,PA,13.129,38.8
985,kl,amealn,7,3,PA,20.092,60.8
986,kl,amealn,7,4,PA,20.51,60.4
987,kl,amealn,7,5,PA,30.994,106.4
988,kl,amealn,8,1,slh,15.155,85.3
989,kl,amealn,8,2,slh,10.878,56
990,kl,amealn,8,3,slh,15.407,70.8
991,kl,amealn,8,4,slh,13.365,52.1
992,kl,amealn,8,5,slh,11.317,55.8
993,kl,amealn,9,1,slh,13.608,79.9
994,kl,amealn,9,2,slh,12.887,60.1
995,kl,amealn,9,3,slh,10.365,53.4
996,kl,amealn,9,4,slh,16.552,110.3
997,kl,amealn,9,5,slh,16.23,84
998,kl,amealn,10,1,slh,15.738,103.8
999,kl,amealn,10,2,slh,11.734,57.5
1000,kl,amealn,10,3,slh,15.695,113.6
1001,kl,amealn,10,4,slh,18.583,117.3
1002,kl,amealn,10,5,slh,9.94,58.2
1003,kl,betpap,5,1,PA,45.172,291.7
1004,kl,betpap,5,2,PA,28.719,186.5
1005,kl,betpap,5,3,PA,34.659,211.7
1006,kl,betpap,5,4,PA,29.865,192.1
1007,kl,betpap,5,5,PA,34.004,190.6
1008,kl,betpap,6,1,my,50.192,297.3
1009,kl,betpap,6,2,my,49.604,299.6
1010,kl,betpap,6,3,my,32.94,181.8
1011,kl,betpap,6,4,my,24.245,98.4
1012,kl,betpap,6,5,my,39.82,226.5
1013,kl,betpap,7,1,my,22.306,135.7
1014,kl,betpap,7,2,my,22.193,154.8
1015,kl,betpap,7,3,my,22.701,173.7
1016,kl,betpap,7,4,my,35.061,210.1
1017,kl,betpap,7,5,my,27.269,160.5
1018,kl,betpap,8,1,my,19.128,108.2
1019,kl,betpap,8,2,my,23.889,122.8
1020,kl,betpap,8,3,my,18.048,107.9
1021,kl,betpap,8,4,my,18.138,98.6
1022,kl,betpap,8,5,my,23.651,131.7
1023,kl,betpap,9,1,PA,39.469,156.1
1025,kl,betpap,9,2,PA,43.773,163.6
1028,kl,betpap,9,3,PA,28.782,112.9
1030,kl,betpap,9,4,PA,25.342,101.4
1032,kl,betpap,9,5,PA,33.493,134.8
1033,kl,betpap,10,1,slh,46.126,335.2
1034,kl,betpap,10,2,slh,37.557,301.7
1035,kl,betpap,10,3,slh,31.642,217.5
1036,kl,betpap,10,4,slh,33.097,218.2
1037,kl,betpap,10,5,slh,47.077,365.4
1038,kl,betpap,11,1,PA,33.593,196.5
1039,kl,betpap,11,2,PA,38.162,245.6
1040,kl,betpap,11,3,PA,24.943,135.3
1041,kl,betpap,11,4,PA,36.821,215.4
1042,kl,betpap,11,5,PA,31.989,222.1
1043,kl,betpap,12,1,slh,23.905,98.3
1044,kl,betpap,12,2,slh,25.242,137.6
1045,kl,betpap,12,3,slh,35.782,172.6
1046,kl,betpap,12,4,slh,19.465,103.4
1047,kl,betpap,12,5,slh,26.361,145.8
1048,kl,betpap,13,1,slh,19.351,91.7
1049,kl,betpap,13,2,slh,21.666,106.3
1050,kl,betpap,13,3,slh,24.271,117.9
1051,kl,betpap,13,4,slh,14.718,88.3
1052,kl,betpap,13,5,slh,15.41,67.4
1053,kl,betpap,14,1,PA,44.767,242
1054,kl,betpap,14,2,PA,41.856,210.3
1055,kl,betpap,14,3,PA,19.366,121.6
1056,kl,betpap,14,4,PA,49.508,238.5
1057,kl,betpap,14,5,PA,28.477,147.2
4191,kl,betpap,9_02,1,NA,21.295,146
4192,kl,betpap,9_02,2,NA,33.79,218.3
4193,kl,betpap,9_02,3,NA,27.039,183.6
4194,kl,betpap,9_02,4,NA,20.602,148.5
4195,kl,betpap,9_02,5,NA,33.868,268.3
1058,kl,corsto,2,1,slh,22.993,99
1059,kl,corsto,2,2,slh,28.723,105.3
1060,kl,corsto,2,3,slh,30.66,132.7
1061,kl,corsto,2,4,slh,24.624,92.3
1062,kl,corsto,2,5,slh,26.149,118.7
1063,kl,corsto,3,1,slh,42.165,161
1064,kl,corsto,3,2,slh,42.707,180.1
1065,kl,corsto,3,3,slh,46.805,176
1066,kl,corsto,3,4,slh,46.478,145.2
1067,kl,corsto,3,5,slh,64.581,244.7
1068,kl,corsto,5,1,my,49.908,162.9
1069,kl,corsto,5,2,my,45.819,149.1
1070,kl,corsto,5,3,my,46.123,159.6
1071,kl,corsto,5,4,my,71.648,256.7
1072,kl,corsto,5,5,my,50.407,169.5
1073,kl,corsto,6,1,my,30.34,172.4
1074,kl,corsto,6,2,my,24.792,122
1075,kl,corsto,6,3,my,22.785,114.3
1076,kl,corsto,6,4,my,31.133,159
1077,kl,corsto,6,5,my,53.648,236
1078,kl,corsto,7,1,my,78.207,329.4
1079,kl,corsto,7,2,my,70.711,287.4
1080,kl,corsto,7,3,my,99.51,471.1
1081,kl,corsto,7,4,my,58.918,196.9
1082,kl,corsto,7,5,my,38.909,146.3
1083,kl,corsto,8,1,slh,23.378,111.1
1084,kl,corsto,8,2,slh,43.928,222.1
1085,kl,corsto,8,3,slh,24.139,119
1086,kl,corsto,8,4,slh,41.921,218.2
1087,kl,corsto,8,5,slh,26.042,144.9
4835,kl,corsto,9,1,NA,36.443,179.5
4957,kl,corsto,9,2,NA,27.581,130.3
4958,kl,corsto,9,3,NA,38.018,186.8
4959,kl,corsto,9,4,NA,31.062,130.2
5081,kl,corsto,9,5,NA,38.862,180.9
1088,kl,corsto,10,1,slh,43.814,219.5
1089,kl,corsto,10,2,slh,43.708,225.7
1090,kl,corsto,10,3,slh,41.092,216.8
1091,kl,corsto,10,4,slh,38.259,190.8
1092,kl,corsto,10,5,slh,34.898,154.7
1093,kl,corsto,11,1,PA,48.298,149.9
1094,kl,corsto,11,2,PA,48.973,147.3
1095,kl,corsto,11,3,PA,38.787,124.5
1096,kl,corsto,11,4,PA,49.803,152.9
1097,kl,corsto,11,5,PA,43.653,116.7
1098,kl,corsto,13,1,af,28.405,157.5
1099,kl,corsto,13,2,af,21.164,117.3
1100,kl,corsto,13,3,af,29.353,167.4
1101,kl,corsto,13,4,af,29.24,198.6
1102,kl,corsto,13,5,af,36.849,201.4
3722,kl,loninv,1,1,slh,28.174,75
3723,kl,loninv,1,2,slh,31.279,957
3737,kl,loninv,1,3,slh,27.243,104.8
3613,kl,loninv,1,4,slh,22.4,57
3614,kl,loninv,1,5,slh,35.89,98.6
3615,kl,loninv,2,1,slh,25.96,69.7
3616,kl,loninv,2,2,slh,40.401,121.3
3617,kl,loninv,2,3,slh,15.173,56.3
3618,kl,loninv,2,4,slh,16.54,39.4
3619,kl,loninv,2,5,slh,22.558,57.7
3620,kl,loninv,3,1,slh,21.784,300.1
3621,kl,loninv,3,2,slh,25.794,131
3622,kl,loninv,3,3,slh,47.505,307.3
3623,kl,loninv,3,4,slh,62.012,281.5
3624,kl,loninv,3,5,slh,58.081,284.6
1103,kl,loninv,4,1,slh,30.62,121.3
1104,kl,loninv,4,2,slh,24.334,81
1105,kl,loninv,4,3,slh,23.515,75.3
1106,kl,loninv,4,4,slh,46.053,141.7
1107,kl,loninv,4,5,slh,31.145,105.3
1108,kl,loninv,5,1,my,53.254,433.6
1109,kl,loninv,5,2,my,59.21,321.2
1110,kl,loninv,5,3,my,52.963,268.4
1111,kl,loninv,5,4,my,44.648,231.6
1112,kl,loninv,5,5,my,49.503,313.4
1113,kl,loninv,6,1,slh,42.514,219.3
1114,kl,loninv,6,2,slh,37.341,170.4
1115,kl,loninv,6,3,slh,39.083,256.3
1116,kl,loninv,6,4,slh,50.004,322.3
1117,kl,loninv,6,5,slh,27.918,127.9
1118,kl,loninv,7,1,slh,17.968,81.2
1119,kl,loninv,7,2,slh,20.385,102.8
1120,kl,loninv,7,3,slh,19.963,100.9
1121,kl,loninv,7,4,slh,19.968,99.4
1122,kl,loninv,7,5,slh,20.731,100
5146,kl,loninv,8,1,NA,21.784,71.7
4956,kl,loninv,8,2,NA,25.794,80.6
4997,kl,loninv,8,3,NA,47.505,208.7
4998,kl,loninv,8,4,NA,62.012,355.6
5196,kl,loninv,8,5,NA,58.081,340.2
1123,kl,loninv,9,1,slh,48.428,208.5
1124,kl,loninv,9,2,slh,49.96,200.9
1125,kl,loninv,9,3,slh,63.516,267.7
1126,kl,loninv,9,4,slh,68.18,366.6
1127,kl,loninv,9,5,slh,68.012,374.6
1128,kl,loninv,10,1,slh,37.428,127.6
1129,kl,loninv,10,2,slh,42.234,232.9
1130,kl,loninv,10,3,slh,37.372,94.3
1131,kl,loninv,10,4,slh,26.448,186.5
1132,kl,loninv,10,5,slh,48.177,71.7
1133,kl,popbal,1,1,slh,31.385,136.6
1134,kl,popbal,1,2,slh,39.672,166.1
1135,kl,popbal,1,3,slh,55.779,249.8
1136,kl,popbal,1,4,slh,46.524,220
1137,kl,popbal,1,5,slh,38.177,161.3
1138,kl,popbal,4,1,my,78.135,485.4
1139,kl,popbal,4,2,my,76.261,461.3
1140,kl,popbal,4,3,my,46.499,258.3
1141,kl,popbal,4,4,my,72.785,442.6
1142,kl,popbal,4,5,my,67.881,390.5
1143,kl,popbal,5,1,my,51.502,291.7
1144,kl,popbal,5,2,my,48.137,287.9
1145,kl,popbal,5,3,my,28.194,147.5
1146,kl,popbal,5,4,my,51.819,300.2
1147,kl,popbal,5,5,my,33.367,186.9
1148,kl,popbal,6,1,my,36.928,312.5
1149,kl,popbal,6,2,my,31.847,153
1150,kl,popbal,6,3,my,24.214,226.7
1151,kl,popbal,6,4,my,23.703,149.2
1152,kl,popbal,6,5,my,62.484,313.2
1153,kl,popbal,7,1,my,47.773,229.2
1154,kl,popbal,7,2,my,32.954,163.8
1155,kl,popbal,7,3,my,63.084,309.1
1156,kl,popbal,7,4,my,40.558,215.3
1157,kl,popbal,7,5,my,34.683,157.6
1158,kl,popbal,8,1,my,36.079,193
1159,kl,popbal,8,2,my,27.097,132
1160,kl,popbal,8,3,my,33.484,180
1161,kl,popbal,8,4,my,37.648,182.1
1162,kl,popbal,8,5,my,51.986,267.7
1163,kl,popbal,9,1,PA,29.395,205.1
1164,kl,popbal,9,2,PA,29.952,198.3
1165,kl,popbal,9,3,PA,46.012,326.1
1166,kl,popbal,9,4,PA,35.745,249.8
1167,kl,popbal,9,5,PA,20.395,132.4
1168,kl,popbal,10,1,slh,32.751,269.6
1169,kl,popbal,10,2,slh,32.59,264.5
1170,kl,popbal,10,3,slh,19.775,165.4
1171,kl,popbal,10,4,slh,24.567,207.1
1172,kl,popbal,10,5,slh,31.142,269.2
1173,kl,popbal,11,1,slh,55.464,395.4
1174,kl,popbal,11,2,slh,41.429,279.5
1175,kl,popbal,11,3,slh,63.697,457.5
1176,kl,popbal,11,4,slh,75.193,631.4
1177,kl,popbal,11,5,slh,78.988,583
4341,kl,popbal,8_02,1,NA,45.452,245.7
4342,kl,popbal,8_02,2,NA,35.174,201.6
3979,kl,popbal,8_02,3,NA,43.289,246.9
3980,kl,popbal,8_02,4,NA,34.973,197.6
3981,kl,popbal,8_02,5,NA,42.757,225.7
1178,kl,poptre,1,1,PA,18.242,89.9
1179,kl,poptre,1,2,PA,17.492,75.9
1180,kl,poptre,1,3,PA,17.436,85.2
1181,kl,poptre,1,4,PA,15.381,73.1
1182,kl,poptre,1,5,PA,16.713,69.6
1183,kl,poptre,2,1,slh,16.681,103.1
1184,kl,poptre,2,2,slh,18.337,117.1
1185,kl,poptre,2,3,slh,20.553,126.6
1186,kl,poptre,2,4,slh,15.57,96.5
1187,kl,poptre,2,5,slh,11.959,59.9
1188,kl,poptre,3,1,my,12.625,100.2
1189,kl,poptre,3,2,my,10.373,79.3
1190,kl,poptre,3,3,my,12.238,86.7
1191,kl,poptre,3,4,my,10.629,81.3
1192,kl,poptre,3,5,my,13.159,101.1
1193,kl,poptre,4,1,my,25.756,184.9
1194,kl,poptre,4,2,my,12.444,74.3
1195,kl,poptre,4,3,my,22.275,152.3
1196,kl,poptre,4,4,my,11.593,71.3
1197,kl,poptre,4,4,PA,16.514,71.3
1198,kl,poptre,4,5,PA,11.593,101.8
1199,kl,poptre,5,1,slh,16.45,114
1200,kl,poptre,5,2,slh,13.858,98.8
1201,kl,poptre,5,3,slh,10.861,74.9
1202,kl,poptre,5,4,slh,11.382,80.2
1203,kl,poptre,5,5,slh,8.698,60.3
1204,kl,poptre,6,1,slh,15.38,104.8
1205,kl,poptre,6,2,slh,17.285,108
1206,kl,poptre,6,3,slh,16.632,111.9
1207,kl,poptre,6,4,slh,17.96,119.6
1208,kl,poptre,6,5,slh,14.762,98.4
1209,kl,poptre,7,1,slh,7.795,49.4
1210,kl,poptre,7,2,slh,11.357,67.7
1211,kl,poptre,7,3,slh,6.239,36.5
1212,kl,poptre,7,4,slh,7.14,39.8
1213,kl,poptre,7,5,slh,9.974,54.7
1214,kl,poptre,8,1,slh,10.141,81.4
1215,kl,poptre,8,2,slh,11.411,87.4
1216,kl,poptre,8,3,slh,18.386,129.6
1217,kl,poptre,8,4,slh,11.224,85.9
1218,kl,poptre,8,5,slh,10.746,70.9
3625,kl,poptre,9,1,slh,16.122,NA
3626,kl,poptre,9,2,slh,16.134,NA
3627,kl,poptre,9,3,slh,14.072,NA
3628,kl,poptre,9,4,slh,15.767,NA
3629,kl,poptre,9,5,slh,16.079,NA
3630,kl,poptre,10,1,slh,16.617,NA
3631,kl,poptre,10,2,slh,10.402,NA
3632,kl,poptre,10,3,slh,6.367,NA
3633,kl,poptre,10,4,slh,12.404,NA
3634,kl,poptre,10,5,slh,8.449,NA
1219,kl,rhoalb,1,1,slh,24.58,67
1220,kl,rhoalb,1,2,slh,17.126,36.3
1221,kl,rhoalb,1,3,slh,27.213,76.1
1222,kl,rhoalb,1,4,slh,23.166,57.4
1223,kl,rhoalb,1,5,slh,27.779,77.2
1224,kl,rhoalb,2,1,slh,11.966,41.2
1225,kl,rhoalb,2,2,slh,17.579,64.5
1226,kl,rhoalb,2,3,slh,21.166,73.8
1227,kl,rhoalb,2,4,slh,17.68,57.4
1228,kl,rhoalb,2,5,slh,22.912,77.2
1229,kl,rhoalb,3,1,af,23.987,86.7
1230,kl,rhoalb,3,2,af,24.025,119.4
1231,kl,rhoalb,3,3,af,28.658,177.2
1232,kl,rhoalb,3,4,af,20.556,82.5
1233,kl,rhoalb,3,5,af,29.624,157.1
1234,kl,rhoalb,4,1,af,8.459,28.2
1235,kl,rhoalb,4,2,af,9.062,32.9
1236,kl,rhoalb,4,3,af,14.762,67.5
1237,kl,rhoalb,4,4,af,15.863,68.3
1238,kl,rhoalb,4,5,af,12.088,47.3
1239,kl,rhoalb,5,1,af,15.696,30.2
1240,kl,rhoalb,5,2,af,18.896,40.4
1241,kl,rhoalb,5,3,af,12.577,24.2
1242,kl,rhoalb,5,4,af,9.453,17.5
1243,kl,rhoalb,5,5,af,11.637,20.8
1244,kl,rhoalb,6,1,af,8.964,17.3
1245,kl,rhoalb,6,2,af,17.397,45.2
1246,kl,rhoalb,6,3,af,11.368,20.6
1247,kl,rhoalb,6,4,af,12.702,23
1248,kl,rhoalb,6,5,af,8.237,14.3
1249,kl,rhoalb,7,1,af,17.822,49.5
1250,kl,rhoalb,7,2,af,18.381,45
1251,kl,rhoalb,7,3,af,17.027,37
1252,kl,rhoalb,7,4,af,20.293,50.5
1253,kl,rhoalb,7,5,af,20.224,44.5
1254,kl,rhoalb,8,1,af,7.726,24.2
1255,kl,rhoalb,8,2,af,5.065,13.4
1256,kl,rhoalb,8,3,af,5.5,16
1257,kl,rhoalb,8,4,af,7.006,19
1258,kl,rhoalb,8,5,af,12.601,40.3
1259,kl,rhoalb,9,1,af,24.914,88.9
1260,kl,rhoalb,9,2,af,20.138,67.8
1261,kl,rhoalb,9,3,af,17.026,46.6
1262,kl,rhoalb,9,4,af,18.391,59.8
1263,kl,rhoalb,9,5,af,22.947,72.1
1264,kl,rhoalb,10,1,af,14.583,41.7
1265,kl,rhoalb,10,2,af,15.297,41.9
1266,kl,rhoalb,10,3,af,15.347,48.8
1267,kl,rhoalb,10,4,af,14.064,36.7
1268,kl,rhoalb,10,5,af,13.685,38.2
1269,kl,riblac,1,1,slh,13.722,22.1
1270,kl,riblac,1,2,slh,13.147,19.6
1271,kl,riblac,1,3,slh,6.245,12.2
1272,kl,riblac,1,4,slh,13.619,23.1
1273,kl,riblac,1,5,slh,9.713,15.5
1274,kl,riblac,2,1,slh,19.412,82.6
1275,kl,riblac,2,2,slh,10.504,35.8
1276,kl,riblac,2,3,slh,9.336,33
1277,kl,riblac,2,4,slh,13.573,54.4
1278,kl,riblac,2,5,slh,16.91,60.6
1279,kl,riblac,3,1,PA,14.344,45.8
1280,kl,riblac,3,2,PA,12.857,40.9
1281,kl,riblac,3,3,PA,19.267,57.3
1282,kl,riblac,3,4,PA,21.43,66.8
1283,kl,riblac,3,5,PA,13.188,34.7
1284,kl,riblac,7,1,slh,9.27,36
1285,kl,riblac,7,2,slh,10.694,29.5
1286,kl,riblac,7,3,slh,14.85,46
1287,kl,riblac,7,4,slh,16.575,50
1288,kl,riblac,7,5,slh,16.548,41
1289,kl,riblac,8,1,PA,6.5,23.7
1290,kl,riblac,8,2,PA,6.038,21
1291,kl,riblac,8,3,PA,11.952,43.4
1292,kl,riblac,8,4,PA,6.636,24.5
1293,kl,riblac,8,5,PA,7.1,22.6
1294,kl,riblac,9,1,my,7.856,30.8
1295,kl,riblac,9,2,my,12.602,52.6
1296,kl,riblac,9,3,my,8.301,29.2
1297,kl,riblac,9,4,my,7.29,26.1
1298,kl,riblac,9,5,my,6.592,24.8
1299,kl,riblac,10,1,slh,40.369,156.9
1300,kl,riblac,10,2,slh,21.991,88.5
1301,kl,riblac,10,3,slh,18.409,51.2
1302,kl,riblac,10,4,slh,28.867,113.8
1303,kl,riblac,10,5,slh,32.729,122
1304,kl,riblac,11,1,slh,5.86,22.2
1305,kl,riblac,11,2,slh,8.832,47
1306,kl,riblac,11,3,slh,5.115,18
1307,kl,riblac,11,4,slh,3.326,18.9
1308,kl,riblac,11,5,slh,3.307,13.2
5058,kl,riblac,12,1,NA,11.17,23
5073,kl,riblac,12,2,NA,9.785,19.4
4966,kl,riblac,12,3,NA,10.684,22.4
5008,kl,riblac,12,4,NA,13.601,27.6
4927,kl,riblac,12,5,NA,11.884,23.3
1309,kl,riblac,13,1,slh,12.395,33.8
1310,kl,riblac,13,2,slh,13.278,36.7
1311,kl,riblac,13,3,slh,13.878,30.1
1312,kl,riblac,13,4,slh,12.176,30.2
1313,kl,riblac,13,5,slh,10.612,27.7
4814,kl,rosgym,1,4,NA,50.53,159.3
4855,kl,rosgym,1,5,NA,57.843,158.3
1314,kl,rosgym,1,1,slh,48.42,155
1315,kl,rosgym,1,2,slh,62.326,185.2
1316,kl,rosgym,1,3,slh,43.856,106.9
1317,kl,rosgym,2,1,slh,27.296,77.8
1318,kl,rosgym,2,2,slh,33.143,120.3
1319,kl,rosgym,2,3,slh,56.785,244.5
1320,kl,rosgym,2,4,slh,20.349,66.6
1321,kl,rosgym,2,5,slh,29.278,115.1
1322,kl,rosgym,4,1,slh,36.924,126.1
1323,kl,rosgym,4,2,slh,59.807,215.5
1324,kl,rosgym,4,3,slh,27.3,95.6
1325,kl,rosgym,4,4,slh,44.552,164.2
1326,kl,rosgym,4,5,slh,34.549,120.6
1327,kl,rosgym,6,1,my,51.68,164.1
1328,kl,rosgym,6,2,my,61.833,177
1329,kl,rosgym,6,3,my,57.087,180.2
1330,kl,rosgym,6,4,my,38.151,115.1
1331,kl,rosgym,6,5,my,67.643,205.4
1332,kl,rosgym,7,1,my,62.315,218
1333,kl,rosgym,7,2,my,42.103,155.7
1334,kl,rosgym,7,3,my,45.518,169
1335,kl,rosgym,7,4,my,98.437,380.1
1336,kl,rosgym,7,5,my,60.699,285.1
5153,kl,rosgym,8,5,NA,50.787,259
1337,kl,rosgym,8,1,slh,50.564,227.4
1338,kl,rosgym,8,1,slh,50.638,227.4
1339,kl,rosgym,8,2,slh,33.916,148.3
1340,kl,rosgym,8,3,slh,53.813,322.1
1341,kl,rosgym,8,4,slh,39.293,178
1342,kl,rosgym,9,1,slh,41.16,171.3
1343,kl,rosgym,9,2,slh,42.324,174.4
1344,kl,rosgym,9,3,slh,39.855,171.1
1345,kl,rosgym,9,4,slh,30.565,129.5
1346,kl,rosgym,9,5,slh,29.648,132.2
1347,kl,rosgym,10,1,PA,46.127,153
1348,kl,rosgym,10,2,PA,16.338,65
1349,kl,rosgym,10,3,PA,29.274,109.7
1350,kl,rosgym,10,4,PA,39.662,121.1
