,site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
4695,mp,symalb,10,1,NA,2.05,12
4696,mp,symalb,10,2,NA,1.954,12.4
4697,mp,symalb,10,3,NA,3.369,18.4
4698,mp,symalb,10,4,NA,1.942,10.8
4699,mp,symalb,10,5,NA,3.319,17.3
2693,mp,symalb,11,1,my,4.06,15.7
2694,mp,symalb,11,2,my,4.404,15.8
2695,mp,symalb,11,3,my,4.271,18.7
2696,mp,symalb,11,4,my,4.592,20.8
2697,mp,symalb,11,5,my,4.106,19
2698,mp,vacmem,1,1,my,2.621,4
2699,mp,vacmem,1,2,my,2.657,6.1
2700,mp,vacmem,1,3,my,4.812,12.4
2701,mp,vacmem,1,4,my,2.253,5.7
2702,mp,vacmem,1,5,my,2.824,6.3
2703,mp,vacmem,3,1,dl,8.26,37.4
2704,mp,vacmem,3,2,dl,11.462,35.8
2705,mp,vacmem,3,3,dl,12.249,57
2706,mp,vacmem,3,4,dl,9.538,31.7
2707,mp,vacmem,3,5,dl,9.11,55.2
2708,mp,vacmem,4,1,my,5.914,19.9
2709,mp,vacmem,4,2,my,6.711,22.9
2710,mp,vacmem,4,3,my,6.131,22
2711,mp,vacmem,4,4,my,4.532,14.8
2712,mp,vacmem,4,5,my,5.791,20
2714,mp,vacmem,5,1,dl,7.055,26.1
2716,mp,vacmem,5,2,dl,4.091,45.6
2717,mp,vacmem,5,3,dl,4.721,55.4
2719,mp,vacmem,5,4,dl,8.094,43.1
2721,mp,vacmem,5,5,dl,5.94,39.6
4001,mp,vacmem,7,1,NA,6.573,14.8
4002,mp,vacmem,7,2,NA,8.503,19.9
4003,mp,vacmem,7,3,NA,12.017,30.6
4004,mp,vacmem,7,4,NA,7.387,17.9
4005,mp,vacmem,7,5,NA,5.59,11.4
2723,mp,vacmem,8,1,my,8.782,26.8
2724,mp,vacmem,8,2,my,5.239,13.7
2725,mp,vacmem,8,3,my,8.037,21.3
2726,mp,vacmem,8,4,my,5.978,15.6
2727,mp,vacmem,8,5,my,5.639,15.8
4011,mp,vacmem,9,1,NA,8.172,31.4
4012,mp,vacmem,9,2,NA,9.255,20.3
4013,mp,vacmem,9,3,NA,8.484,28.8
4014,mp,vacmem,9,4,NA,7.23,32.7
4015,mp,vacmem,9,5,NA,6.382,36.9
4016,mp,vacmem,11,1,NA,7.407,20
4017,mp,vacmem,11,2,NA,8.274,25.1
4018,mp,vacmem,11,3,NA,11.9,36.2
4019,mp,vacmem,11,4,NA,7.017,20.6
3899,mp,vacmem,11,5,NA,6.944,18
3900,mp,vacmem,12,1,NA,6.327,20.6
4022,mp,vacmem,12,2,NA,8.805,28
4023,mp,vacmem,12,3,NA,5.943,16
4753,mp,vacmem,12,4,NA,6.578,20.6
4025,mp,vacmem,12,5,NA,5.602,18.2
4026,mp,vibedu,1,1,NA,NA,87.8
2728,mp,vibedu,2,1,my,77.079,265.9
2729,mp,vibedu,2,2,my,57.268,165.5
2730,mp,vibedu,2,3,my,47.429,132.7
2731,mp,vibedu,2,4,my,70.841,221.5
2732,mp,vibedu,2,5,my,76.184,246.2
2733,mp,vibedu,4,1,my,41.172,96.6
2734,mp,vibedu,4,2,my,42.519,102.8
2735,mp,vibedu,4,3,my,50.399,126.4
2736,mp,vibedu,4,4,my,52.895,132.3
2737,mp,vibedu,4,5,my,36.998,83.6
2738,mp,vibedu,5,1,PA,108.389,377.4
2739,mp,vibedu,5,2,PA,56.216,1135.7
2740,mp,vibedu,5,3,PA,55.482,184.5
2741,mp,vibedu,5,4,PA,47.336,152.4
2742,mp,vibedu,5,5,PA,53.397,198.3
4042,mp,vibedu,7,1,NA,49.683,147.4
4975,mp,vibedu,7,2,NA,31.674,109.3
5016,mp,vibedu,7,3,NA,45.113,132.5
5080,mp,vibedu,7,4,NA,48.107,180
5064,mp,vibedu,7,5,NA,30.844,56
2743,mp,vibedu,8,1,PA,102.818,227.2
2744,mp,vibedu,8,2,PA,40.759,83.1
2745,mp,vibedu,8,3,PA,63.354,178.7
2746,mp,vibedu,8,4,PA,75.016,150.4
2747,mp,vibedu,8,5,PA,93.265,184.3
2748,mp,vibedu,9,1,my,47.741,166.2
2749,mp,vibedu,9,2,my,35.829,104.9
2750,mp,vibedu,9,3,my,23.908,79.3
2751,mp,vibedu,9,4,my,35.57,112.8
2752,mp,vibedu,9,5,my,41.184,136.2
2753,mp,vibedu,10,1,PA,39.274,121.3
2754,mp,vibedu,10,2,PA,40.386,136.3
2755,mp,vibedu,10,3,PA,69.787,202.2
2756,mp,vibedu,10,4,PA,70.264,206
2757,mp,vibedu,10,5,PA,48.143,157
4062,mp,vibedu,12,1,NA,66.722,223.8
5076,mp,vibedu,12,2,NA,36.428,130.3
5091,mp,vibedu,12,3,NA,27.926,80.4
5175,mp,vibedu,12,4,NA,41.85,132.8
5149,mp,vibedu,12,5,NA,71.145,239.6
2758,mp,vibedu,13,1,my,44.938,113
2759,mp,vibedu,13,2,my,53.826,106.7
2760,mp,vibedu,13,3,my,41.698,106.4
2761,mp,vibedu,13,4,my,35.657,92.5
2762,mp,vibedu,13,5,my,66.028,159.8
2763,mp,vibedu,14,1,my,66.555,NA
2764,mp,vibedu,14,2,my,78.167,238.9
2765,mp,vibedu,14,3,my,50.506,107.4
2766,mp,vibedu,14,4,my,48.636,173.7
2767,mp,vibedu,14,5,my,33.853,71.5
4077,mp,vibedu,1,2,NA,NA,182.6
4078,mp,vibedu,1,3,NA,NA,141
4079,mp,vibedu,1,4,NA,NA,165.8
4080,mp,vibedu,1,5,NA,NA,88.5
4081,sm,acegla,2,1,NA,34.608,110.5
4082,sm,acegla,2,2,NA,51.468,157
4083,sm,acegla,2,3,NA,48.033,179.7
4084,sm,acegla,2,4,NA,31.603,88
4085,sm,acegla,2,5,NA,50.411,183.7
2768,sm,acegla,3,1,af,58.984,226.2
2769,sm,acegla,3,2,af,55.415,194
2770,sm,acegla,3,3,af,55.857,160.5
2771,sm,acegla,3,4,af,74.353,250.1
2772,sm,acegla,3,5,af,77.942,250.3
2773,sm,acegla,7,1,af,50.903,109.6
2774,sm,acegla,7,2,af,44.146,108.5
2775,sm,acegla,7,3,af,91.139,208.7
2776,sm,acegla,7,4,af,55.207,127.5
2777,sm,acegla,7,5,af,94.061,226
2778,sm,acegla,8,1,PA,23.472,78.3
2779,sm,acegla,8,2,PA,28.416,102
2780,sm,acegla,8,3,PA,24.956,95.5
2781,sm,acegla,8,4,PA,24.431,91.9
2782,sm,acegla,8,5,PA,29.189,94.8
2783,sm,acegla,9,1,PA,44.888,147.8
2784,sm,acegla,9,2,PA,40.501,142
2785,sm,acegla,9,3,PA,27.784,87.3
2786,sm,acegla,9,4,PA,32.205,116.7
2787,sm,acegla,9,5,PA,30.424,99.6
2788,sm,acegla,10,1,PA,42.842,164.9
2789,sm,acegla,10,2,PA,29.071,113.3
2790,sm,acegla,10,3,PA,36.075,139.9
2791,sm,acegla,10,4,PA,24.237,98.2
2792,sm,acegla,10,5,PA,37.278,142
4111,sm,acegla,11,1,NA,56.693,123.2
4112,sm,acegla,11,2,NA,35.138,65.4
4113,sm,acegla,11,3,NA,59.15,124
4114,sm,acegla,11,4,NA,55.923,125.5
4845,sm,acegla,11,5,NA,57.775,123.9
2793,sm,acegla,13,1,PA,65.951,183
2794,sm,acegla,13,2,PA,59.629,157.3
2795,sm,acegla,13,3,PA,44.971,111.5
2796,sm,acegla,13,4,PA,58.44,154.8
2797,sm,acegla,13,5,PA,71.511,182.2
2798,sm,acegla,14,1,af,42.788,141.9
2799,sm,acegla,14,2,af,43.304,143.7
2800,sm,acegla,14,3,af,40.504,135.4
2801,sm,acegla,14,4,af,28.64,83.7
2802,sm,acegla,14,5,af,25.953,81.7
4126,sm,acegla,15,1,NA,40.222,98.3
4127,sm,acegla,15,2,NA,57.347,159.3
4128,sm,acegla,15,3,NA,76.534,213.3
4129,sm,acegla,15,4,NA,48.887,122.8
4130,sm,acegla,15,5,NA,73.536,199.2
2803,sm,alninc,1,1,af,32.672,313.3
2804,sm,alninc,1,2,af,32.686,204.3
2805,sm,alninc,1,3,af,28.563,195.3
2806,sm,alninc,1,4,af,44.351,243
2807,sm,alninc,1,5,af,31.718,229.6
2808,sm,alninc,2,1,PA,24.075,63.1
2809,sm,alninc,2,2,PA,32.4,92.4
2810,sm,alninc,2,3,PA,25.09,79.7
2811,sm,alninc,2,4,PA,22.82,68.6
2812,sm,alninc,2,5,PA,19.379,56.4
2813,sm,alninc,3,1,af,45.047,170.8
2814,sm,alninc,3,2,af,50.292,198.6
2815,sm,alninc,3,3,af,25.295,78
2816,sm,alninc,3,4,af,25.071,101.6
2817,sm,alninc,3,5,af,26.518,101.5
2818,sm,alninc,4,1,af,14.526,50.5
2819,sm,alninc,4,2,af,13.212,54.7
2820,sm,alninc,4,3,af,14.962,63.8
2821,sm,alninc,4,4,af,12.978,53.9
2822,sm,alninc,4,5,af,15.708,84.7
2823,sm,alninc,5,1,af,34.496,79.6
2824,sm,alninc,5,2,af,32.826,84.5
2825,sm,alninc,5,3,af,33.837,91.4
2826,sm,alninc,5,4,af,20.772,65.5
2827,sm,alninc,5,5,af,28.971,85
4156,sm,alninc,8,1,NA,36.447,114.8
4157,sm,alninc,8,2,NA,38.553,103
4158,sm,alninc,8,3,NA,26.382,74.6
4159,sm,alninc,8,4,NA,34.376,113.5
4889,sm,alninc,8,5,NA,40.389,114.7
2828,sm,alninc,19,1,PA,53.584,173.1
2829,sm,alninc,19,2,PA,34.255,116.8
2830,sm,alninc,19,3,PA,53.301,156.2
2831,sm,alninc,19,4,PA,29.607,97
2832,sm,alninc,19,5,PA,36.934,122.7
2833,sm,alninc,20,1,PA,63.535,149.2
2834,sm,alninc,20,2,PA,41.691,89.4
2835,sm,alninc,20,3,PA,41.412,104.5
2836,sm,alninc,20,4,PA,47.192,121.3
2837,sm,alninc,20,5,PA,56.251,123.3
4978,sm,alninc,1_02,1,NA,NA,64.6
4989,sm,alninc,1_02,1,NA,NA,129.2
4946,sm,alninc,1_02,2,NA,NA,68
4947,sm,alninc,1_02,2,NA,NA,103.3
4175,sm,alninc,1_02,3,NA,NA,71.8
4176,sm,alninc,1_02,3,NA,NA,98.4
4177,sm,alninc,1_02,4,NA,NA,55.3
4178,sm,alninc,1_02,4,NA,NA,160.4
4179,sm,alninc,1_02,5,NA,NA,52.2
4180,sm,alninc,1_02,5,NA,NA,118.3
3717,sm,alninc,1_2nd,1,dl,24.093,NA
3718,sm,alninc,1_2nd,2,dl,23.132,NA
3679,sm,alninc,1_2nd,3,dl,23.599,NA
3680,sm,alninc,1_2nd,4,dl,21.37,NA
3640,sm,alninc,1_2nd,5,dl,18.875,NA
3641,sm,alninc,2_2,1,PA,36.201,NA
3643,sm,alninc,2_2,2,PA,38.177,NA
3749,sm,alninc,2_2,3,PA,26.19,NA
3757,sm,alninc,2_2,4,PA,34.144,NA
3750,sm,alninc,2_2,5,PA,40.095,NA
4181,sm,alnvir_reallyalninc,1,1,NA,33.289,102.3
4182,sm,alnvir_reallyalninc,1,2,NA,41.949,114.2
4183,sm,alnvir_reallyalninc,1,3,NA,39.401,127
4184,sm,alnvir_reallyalninc,1,4,NA,36.584,98.4
4185,sm,alnvir_reallyalninc,1,5,NA,30.412,75.3
2838,sm,alnvir,2,1,PA,21.37,111.4
2839,sm,alnvir,2,2,PA,37.438,99.1
2840,sm,alnvir,2,3,PA,32.865,89.1
2841,sm,alnvir,2,4,PA,22.225,92.9
2842,sm,alnvir,2,5,PA,23.673,86.3
4196,sm,alnvir,6,1,NA,NA,114.4
4197,sm,alnvir,6,2,NA,NA,94.4
4198,sm,alnvir,6,3,NA,NA,100.5
4199,sm,alnvir,6,4,NA,NA,NA
4200,sm,alnvir,6,5,NA,NA,158.4
4201,sm,alnvir_reallyalninc,7,1,NA,19.13,69
4202,sm,alnvir_reallyalninc,7,2,NA,28.229,65
4203,sm,alnvir_reallyalninc,7,3,NA,21.158,97.9
4204,sm,alnvir_reallyalninc,7,4,NA,30.357,107.3
4205,sm,alnvir_reallyalninc,7,5,NA,37.282,131.5
2843,sm,alnvir,8,1,ks,47.844,163.7
2844,sm,alnvir,8,2,ks,38.6,108.9
2845,sm,alnvir,8,3,ks,25.011,75.3
2846,sm,alnvir,8,4,ks,31.367,96
2847,sm,alnvir,8,5,ks,38.838,122.8
2848,sm,alnvir,9,1,dl,6.048,93.7
2849,sm,alnvir,9,2,dl,6.762,121.4
2850,sm,alnvir,9,3,dl,5.604,118.6
2851,sm,alnvir,9,4,dl,3.149,94.2
2852,sm,alnvir,9,5,dl,4.303,128.6
2853,sm,alnvir,10,1,af,29.081,102.9
2854,sm,alnvir,10,2,af,22.351,70.9
2855,sm,alnvir,10,3,af,25.05,93.9
2856,sm,alnvir,10,4,af,27.389,89
2857,sm,alnvir,10,5,af,25.226,83.3
2858,sm,alnvir,11,1,af,41.837,155
2859,sm,alnvir,11,2,af,32.574,118.5
2860,sm,alnvir,11,3,af,27.574,111.7
2861,sm,alnvir,11,4,af,43.271,192.7
2862,sm,alnvir,11,5,af,41.922,143.4
5195,sm,alnvir,16,1,NA,28.572,NA
5158,sm,alnvir,16,2,NA,50.475,NA
5157,sm,alnvir,16,3,NA,26.168,NA
5156,sm,alnvir,16,4,NA,27.22,NA
5167,sm,alnvir,16,5,NA,37.673,NA
2863,sm,alnvir,17,1,PA,26.09,89.3
2864,sm,alnvir,17,2,PA,37.966,150.8
2865,sm,alnvir,17,3,PA,26.457,107.9
2866,sm,alnvir,17,4,PA,28.876,114.7
2867,sm,alnvir,17,5,PA,40.758,160
2868,sm,alnvir,18,1,PA,40.027,212.9
2869,sm,alnvir,18,2,PA,32.502,135
2870,sm,alnvir,18,3,PA,25.205,121.5
2871,sm,alnvir,18,4,PA,21.138,114.9
2872,sm,alnvir,18,5,PA,25.577,116.2
2873,sm,alnvir,19,1,af,42.973,212.5
2874,sm,alnvir,19,2,af,27.175,139.5
2875,sm,alnvir,19,3,af,24.463,127.6
2876,sm,alnvir,19,4,af,16.91,90.1
2877,sm,alnvir,19,5,af,24.761,130.3
2878,sm,alnvir,20,1,af,29.049,115.5
2879,sm,alnvir,20,2,af,33.295,112.4
2880,sm,alnvir,20,3,af,20.915,79.8
2881,sm,alnvir,20,4,af,27.985,97.1
2882,sm,alnvir,20,5,af,37.702,123.2
4251,sm,alnvir,2_2,1,NA,32.664,84.1
4252,sm,alnvir,2_2,2,NA,25.5,114.4
4253,sm,alnvir,2_2,3,NA,21.476,70.6
4254,sm,alnvir,2_2,4,NA,22.188,77.1
4255,sm,alnvir,2_2,5,NA,37.436,129.2
2883,sm,amealn,1,1,PA,28.25,151.5
2884,sm,amealn,1,2,PA,9.704,60
2885,sm,amealn,1,3,PA,10.169,69.3
2886,sm,amealn,1,4,PA,15.592,89.5
2887,sm,amealn,1,5,PA,24.006,138.6
2888,sm,amealn,2,1,ks,17.942,74.2
2890,sm,amealn,2,2,ks,27.641,100.3
2893,sm,amealn,2,3,ks,14.846,55.7
2894,sm,amealn,2,4,ks,34.044,152
2896,sm,amealn,2,5,ks,22.788,90.1
5174,sm,amealn,3?,1,NA,NA,76.4
5189,sm,amealn,3?,2,NA,NA,107.8
5161,sm,amealn,3?,3,NA,NA,40.2
5118,sm,amealn,3?,4,NA,NA,83.6
5159,sm,amealn,3?,5,NA,NA,89.1
4271,sm,amealn,4,1,NA,8.099,41.1
4272,sm,amealn,4,2,NA,6.512,NA
4273,sm,amealn,4,3,NA,10.005,57.4
4762,sm,amealn,4,4,NA,8.11,43.9
4275,sm,amealn,4,5,NA,7.331,30.3
5049,sm,amealn,5,1,NA,10.51,45.1
4885,sm,amealn,5,2,NA,10.656,65.9
5050,sm,amealn,5,3,NA,8.884,41.9
4644,sm,amealn,5,4,NA,10.983,59.9
4970,sm,amealn,5,5,NA,12.873,51.1
2898,sm,amealn,6,1,PA,14.821,82.2
2899,sm,amealn,6,2,PA,14.902,84.3
2900,sm,amealn,6,3,PA,11.673,72.5
2901,sm,amealn,6,4,PA,5.949,29.9
2902,sm,amealn,6,5,PA,10.166,49
2903,sm,amealn,7,1,PA,28.848,182
2904,sm,amealn,7,2,PA,10.472,69.7
2905,sm,amealn,7,3,PA,7.906,44.5
2906,sm,amealn,7,4,PA,13.307,70.6
2907,sm,amealn,7,5,PA,8.453,40.5
2908,sm,amealn,8,1,ks,13.395,48.4
2909,sm,amealn,8,2,ks,13.248,50.7
2910,sm,amealn,8,3,ks,8.322,28.6
2911,sm,amealn,8,4,ks,20.708,87.3
2912,sm,amealn,8,5,ks,13.083,50.7
2913,sm,amealn,9,1,PA,12.163,47.3
2914,sm,amealn,9,2,PA,16.583,59.5
2915,sm,amealn,9,3,PA,12.423,44.5
2916,sm,amealn,9,4,PA,13.352,46.9
2917,sm,amealn,9,5,PA,12.257,41.9
2918,sm,amealn,10,1,PA,7.247,32.6
2919,sm,amealn,10,2,PA,6.063,25.3
2920,sm,amealn,10,3,PA,13.531,49.7
2921,sm,amealn,10,4,PA,8.038,32.5
2922,sm,amealn,10,5,PA,7.923,30.6
4306,sm,amealn,3,1,NA,9.832,44.2
4307,sm,amealn,3,2,NA,5.745,22.2
4308,sm,amealn,3,3,NA,6.917,26.3
4309,sm,amealn,3,4,NA,5.587,18.9
4310,sm,amealn,3,5,NA,14.634,80.8
4311,sm,betpap,1,1,NA,17.3,44.5
4312,sm,betpap,1,2,NA,37.489,121.1
4313,sm,betpap,1,3,NA,32.327,80.1
4314,sm,betpap,1,4,NA,35.658,100.3
4315,sm,betpap,1,5,NA,36.135,129.1
5101,sm,betpap,2,1,NA,24.291,61.3
5035,sm,betpap,2,2,NA,42.017,114.4
5089,sm,betpap,2,3,NA,33.37,81
5065,sm,betpap,2,4,NA,58.627,162.7
5009,sm,betpap,2,5,NA,37.29,85
2923,sm,betpap,4,1,PA,49.984,160.5
2924,sm,betpap,4,2,PA,18.03,47.6
2925,sm,betpap,4,3,PA,51.601,155.1
2926,sm,betpap,4,4,PA,44.607,127.1
2927,sm,betpap,4,5,PA,42.081,155.3
2928,sm,betpap,5,1,af,22.08,64.7
2929,sm,betpap,5,2,af,20.815,69.1
2930,sm,betpap,5,3,af,17.479,47.1
2931,sm,betpap,5,4,af,17.561,58.1
2932,sm,betpap,5,5,af,22.765,60.8
2933,sm,betpap,6,1,af,18.576,43.8
2934,sm,betpap,6,2,af,22.231,54.4
2935,sm,betpap,6,3,af,21.307,50
2936,sm,betpap,6,4,af,19.904,47.3
2937,sm,betpap,6,5,af,17.106,37.7
4701,sm,betpap,7,1,NA,16.341,37.7
4665,sm,betpap,7,2,NA,15.838,38.6
4951,sm,betpap,7,3,NA,18.463,48.8
4871,sm,betpap,7,4,NA,26.03,72
4709,sm,betpap,7,5,NA,17.882,37.8
2938,sm,betpap,8,1,PA,38.571,127.9
2939,sm,betpap,8,2,PA,48.329,168.1
2940,sm,betpap,8,3,PA,34.354,102.2
2941,sm,betpap,8,4,PA,41.52,117
2942,sm,betpap,8,5,PA,23.107,70.2
2943,sm,betpap,9,1,ks,57.535,162.6
2944,sm,betpap,9,2,ks,28.806,71.5
2945,sm,betpap,9,3,ks,50.475,155.8
2946,sm,betpap,9,4,ks,47.646,125
2947,sm,betpap,9,5,ks,48.85,133.8
2948,sm,betpap,10,1,ks,58.475,190.5
2949,sm,betpap,10,2,ks,42.51,126.6
2950,sm,betpap,10,3,ks,58.04,158.8
2951,sm,betpap,10,4,ks,69.636,193.2
2952,sm,betpap,10,5,ks,44.004,115.6
2953,sm,betpap,13,1,ks,25.289,85.5
2954,sm,betpap,13,2,ks,29.532,102.5
2955,sm,betpap,13,3,ks,22.191,73.5
2956,sm,betpap,13,4,ks,25.842,90.3
2957,sm,betpap,13,5,ks,17.617,64.8
3683,sm,betpap,7_2,1,PA,29.442,89.6
3711,sm,betpap,7_2,2,PA,34.304,86.6
3725,sm,betpap,7_2,3,PA,28.533,84.1
3726,sm,betpap,7_2,4,PA,33.895,87
3736,sm,betpap,7_2,5,PA,25.561,77.5
4731,sm,corsto,1,1,NA,NA,168.9
4732,sm,corsto,1,2,NA,NA,182.9
5031,sm,corsto,1,3,NA,NA,230.5
4734,sm,corsto,1,4,NA,NA,101.3
4371,sm,corsto,1,5,NA,NA,93.4
2958,sm,corsto,2,1,PA,51.604,197.9
2959,sm,corsto,2,2,PA,64.115,246
2960,sm,corsto,2,3,PA,53.321,164
2961,sm,corsto,2,4,PA,60.448,170.2
2962,sm,corsto,2,5,PA,24.586,77.4
4662,sm,corsto,3,1,NA,27.119,82.3
4663,sm,corsto,3,2,NA,24.172,64.3
4583,sm,corsto,3,3,NA,37.071,123.5
4624,sm,corsto,3,4,NA,22.279,60.7
4504,sm,corsto,3,5,NA,23.348,70.3
4260,sm,corsto,4,1,NA,41.742,89.5
4261,sm,corsto,4,2,NA,19.901,44.4
4141,sm,corsto,4,3,NA,26.276,58.6
4142,sm,corsto,4,4,NA,39.048,83.8
4264,sm,corsto,4,5,NA,22.531,46.9
2963,sm,corsto,5,1,PA,27.016,58
2964,sm,corsto,5,2,PA,26.62,56.8
2965,sm,corsto,5,3,PA,38.944,100.8
2966,sm,corsto,5,4,PA,42.221,109.5
2967,sm,corsto,5,5,PA,35.243,82.4
2968,sm,corsto,6,1,PA,31.021,117.7
2969,sm,corsto,6,2,PA,27.613,95.8
2970,sm,corsto,6,3,PA,19.249,68.6
2971,sm,corsto,6,4,PA,13.533,31.1
2972,sm,corsto,6,5,PA,25.879,113.6
2973,sm,corsto,7,1,af,38.974,11.4
2974,sm,corsto,7,2,af,18.969,53
2975,sm,corsto,7,3,af,47.292,128.5
2976,sm,corsto,7,4,af,40.2,111.2
2977,sm,corsto,7,5,af,39.875,116.7
2978,sm,corsto,8,1,af,45.261,106
2979,sm,corsto,8,2,af,24.691,58
2980,sm,corsto,8,3,af,19.933,47.6
2981,sm,corsto,8,4,af,20.236,45.9
2982,sm,corsto,8,5,af,22.545,54.1
4934,sm,corsto,9,1,NA,NA,NA
5126,sm,corsto,9,2,NA,NA,NA
5155,sm,corsto,9,3,NA,NA,NA
5088,sm,corsto,9,4,NA,NA,NA
5023,sm,corsto,9,5,NA,NA,NA
2983,sm,corsto,10,1,PA,44.879,113.3
2984,sm,corsto,10,2,PA,110.661,265.5
2985,sm,corsto,10,3,PA,53.224,131.7
2986,sm,corsto,10,4,PA,30.765,62.9
2987,sm,corsto,10,5,PA,109.765,282.4
2993,sm,corsto,11,1,PA,38.344,102.7
2994,sm,corsto,11,2,PA,25.922,71.6
2995,sm,corsto,11,3,PA,31.674,70.6
2996,sm,corsto,11,4,PA,37.147,87.1
2997,sm,corsto,11,5,PA,55.212,159.1
2988,sm,corsto,12,1,af,62.473,164.5
2989,sm,corsto,12,2,af,88.871,247.1
2990,sm,corsto,12,3,af,88.293,227.1
2991,sm,corsto,12,4,af,38.658,105.5
2992,sm,corsto,12,5,af,67.536,188.5
2998,sm,corsto,13,1,PA,39.308,135.2
2999,sm,corsto,13,2,PA,42.248,144.8
3000,sm,corsto,13,3,PA,33.934,112.9
3001,sm,corsto,13,4,PA,48.538,144.4
3002,sm,corsto,13,5,PA,50.173,139.5
3003,sm,corsto,14,1,PA,57.131,182.3
3004,sm,corsto,14,2,PA,66.016,208.1
3005,sm,corsto,14,3,PA,103.733,403.6
3006,sm,corsto,14,4,PA,33.566,96.5
3007,sm,corsto,14,5,PA,38.262,176.8
4436,sm,loninv,1,1,NA,18.388,61.9
4437,sm,loninv,1,2,NA,15.058,59.4
4438,sm,loninv,1,3,NA,20.377,70
4439,sm,loninv,1,4,NA,21.138,79.3
4440,sm,loninv,1,5,NA,27.688,118.1
4441,sm,loninv,2,1,NA,12.294,40.9
4442,sm,loninv,2,2,NA,9.467,33.1
4443,sm,loninv,2,3,NA,8.279,28.1
4444,sm,loninv,2,4,NA,16.037,58.2
4445,sm,loninv,2,5,NA,15.535,48.8
3008,sm,loninv,3,1,af,25.514,66.3
3009,sm,loninv,3,2,af,34.737,93.5
3010,sm,loninv,3,3,af,39.949,119.6
3011,sm,loninv,3,4,af,48.459,127.8
3012,sm,loninv,3,5,af,45.311,115.1
3013,sm,loninv,4,1,af,19.822,46.7
3014,sm,loninv,4,2,af,26.443,67
3015,sm,loninv,4,3,af,23.174,65.4
3016,sm,loninv,4,4,af,11.796,23.3
3017,sm,loninv,4,5,af,19.222,46
3018,sm,loninv,5,1,af,30.801,106.1
3019,sm,loninv,5,2,af,29.746,103.9
3020,sm,loninv,5,3,af,30.44,97.4
3021,sm,loninv,5,4,af,30.28,98
3022,sm,loninv,5,5,af,26.905,75.6
3023,sm,loninv,6,1,PA,32.543,109
3024,sm,loninv,6,2,PA,24.301,73.3
3025,sm,loninv,6,3,PA,43.479,156.7
3026,sm,loninv,6,4,PA,24.148,68
3027,sm,loninv,6,5,PA,42.905,141.6
3028,sm,loninv,7,1,PA,12.763,51.4
3029,sm,loninv,7,2,PA,13.914,52.3
3030,sm,loninv,7,3,PA,13.848,55.7
3031,sm,loninv,7,4,PA,14.511,57.5
3032,sm,loninv,7,5,PA,14.979,50.4
3033,sm,loninv,8,1,PA,29.409,78.5
3034,sm,loninv,8,2,PA,16.983,47.5
3035,sm,loninv,8,3,PA,21.101,57.6
3036,sm,loninv,8,4,PA,28.377,78.8
3037,sm,loninv,8,5,PA,22.914,69.7
3038,sm,loninv,9,1,PA,17.523,39.8
3039,sm,loninv,9,2,PA,19.263,41.9
3040,sm,loninv,9,3,PA,21.15,47.3
3041,sm,loninv,9,4,PA,20.396,52.5
3042,sm,loninv,9,5,PA,18.954,41.3
3043,sm,loninv,11,1,af,20.352,86.1
3044,sm,loninv,11,2,af,19.415,80.9
3045,sm,loninv,11,3,af,12.711,60.2
3046,sm,loninv,11,4,af,14.802,71.1
3047,sm,loninv,11,5,af,12.632,50.4
4811,sm,menfer,2,1,NA,NA,NA
4852,sm,menfer,2,2,NA,NA,NA
4489,sm,menfer,2,3,NA,NA,NA
4856,sm,menfer,2,4,NA,NA,NA
4857,sm,menfer,2,5,NA,NA,NA
3048,sm,menfer,4,1,PA,6.02,13.2
3049,sm,menfer,4,2,PA,4.369,8.7
3050,sm,menfer,4,3,PA,5.22,11.8
3051,sm,menfer,4,4,PA,4.821,9.9
3052,sm,menfer,4,5,PA,5.184,7.9
3063,sm,menfer,6,1,af,5.3,10.3
3064,sm,menfer,6,2,af,4.848,8.2
3065,sm,menfer,6,3,af,4.21,8.4
3066,sm,menfer,6,4,af,4.552,10
3067,sm,menfer,6,5,af,4.4,8.9
3053,sm,menfer,7,1,PA,4.007,5.3
3054,sm,menfer,7,2,PA,3.612,6.1
3055,sm,menfer,7,3,PA,3.157,5.5
3056,sm,menfer,7,4,PA,3.671,7
3057,sm,menfer,7,5,PA,3.42,6.3
3068,sm,menfer,8,1,dl,6.569,15.6
3069,sm,menfer,8,2,dl,4.949,16.6
3070,sm,menfer,8,3,dl,3.333,8.8
3071,sm,menfer,8,4,dl,4.606,12.8
3072,sm,menfer,8,5,dl,3.707,11
3058,sm,menfer,9,1,PA,4.271,14.2
3059,sm,menfer,9,2,PA,4.505,18.9
3060,sm,menfer,9,3,PA,3.202,10.8
3061,sm,menfer,9,4,PA,3.999,11.6
3062,sm,menfer,9,5,PA,3.885,13.6
3073,sm,menfer,10,1,af,6.048,9.3
3074,sm,menfer,10,2,af,5.88,10.7
3075,sm,menfer,10,3,af,6.163,10.6
3076,sm,menfer,10,4,af,6.389,10.9
3077,sm,menfer,10,5,af,5.728,14.3
3078,sm,menfer,11,1,af,6.933,13.3
3079,sm,menfer,11,2,af,9.538,17.6
3080,sm,menfer,11,3,af,11.569,23.3
3081,sm,menfer,11,4,af,7.342,14.1
3082,sm,menfer,11,5,af,5.36,11
